timestamp,ticksSince1970 (100ns),ObjectId,ActionId,Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9
278.7203,1.622464511660072e+16,2,3,1,1,0.09946561127967928
278.7502,1.6224645116879974e+16,1,3,1,2,0.09908337700279077
279.8901,1.6224645128299912e+16,1,3,0,2,0.3070768338922977
279.8901,1.6224645128299912e+16,2,3,0,1,0.3066019783974197
283.3549,1.622464516295856e+16,1,3,1,2,0.08836421976116801
283.3549,1.622464516295856e+16,2,3,1,1,0.09046957638311347
284.6471,1.62246451758795e+16,2,3,0,1,0.3028502638337962
284.6623,1.6224645175999178e+16,1,3,0,2,0.3106958495328992
289.0655,1.6224645220047872e+16,0,5,corridor
294.2483,1.6224645271870312e+16,0,5,bedroom 1
298.0239,1.6224645309628108e+16,0,1,-4.131487,1.514864,-3.025692,-7.385231,1.512974,-3.093145
319.0483,1.622464551986168e+16,0,1,-6.468283,1.518469,-3.268785,-1.601427,1.518483,-2.885906
319.0483,1.622464551986168e+16,0,5,livingroom
320.5861,1.62246455352411e+16,0,1,-1.502441,1.504322,-2.895075,1.324424,1.504323,-2.575829
323.2202,1.622464556166136e+16,1,3,1,144,0.09860029591050942
323.7176,1.622464556662822e+16,1,3,0,144,0.3086285665390682
329.707,1.622464562653014e+16,0,1,1.349991,1.521754,-2.486603,6.953333,1.521707,-0.8803601
329.707,1.622464562653014e+16,0,5,terrace
335.8983,1.6224645688437296e+16,2,3,1,54,0.09793137362970027
340.4257,1.6224645733707796e+16,2,3,0,54,0.30076327641186484
345.5267,1.6224645784723052e+16,2,3,1,54,0.07390450693293345
349.5736,1.622464582519125e+16,2,3,0,54,0.3008820376958385
402.5266,1.6224646354727922e+16,2,3,1,54,0.07475403925541403
404.0826,1.62246463703068e+16,2,3,0,54,0.30087978462003695
417.1669,1.622464650112464e+16,1,3,1,2,0.09443997103980956
417.1669,1.622464650112464e+16,2,3,1,1,0.09569724358099385
419.1585,1.6224646521046372e+16,1,3,0,2,0.3026012852798217
419.1585,1.6224646521046372e+16,2,3,0,1,0.3038032960584851
423.5149,1.6224646564615768e+16,2,3,1,54,0.09732930307980184
427.861,1.6224646608071922e+16,2,3,0,54,0.3034107138846616
504.863,1.6224647378184276e+16,0,1,6.837851,1.514473,-1.518371,4.603743,1.514882,-1.554381
504.863,1.6224647378184276e+16,0,5,livingroom
507.2278,1.6224647401830512e+16,0,1,4.647765,1.524739,-1.584461,2.519624,1.524781,-3.182235
508.896,1.6224647418515824e+16,0,1,2.521717,1.515054,-3.120159,-2.560982,1.517079,-3.197274
508.896,1.6224647418515824e+16,0,5,corridor
510.6894,1.6224647436456368e+16,0,5,hall
