timestamp,ticksSince1970 (100ns),scene,duration,nbTrackedObjects,nbEvents,trackingScripts
21-06-07-16-30-33,16230834330854105,Tutorial,00:00:08.3210045,17,1,
21-06-07-16-30-47,16230834472297453,HouseAestheticBase,00:05:49.5484332,143,0,
21-06-07-16-36-36,16230837968350265,HouseAestheticSpace,00:02:10.2661205,143,0,
21-06-07-16-38-47,16230839271569974,HouseAestheticPostApo,00:04:50.5032327,13,0,
21-06-07-16-43-43,16230842237589567,HouseAestheticBase,00:00:17.5151529,143,0,
