timestamp,ticksSince1970 (100ns),scene,duration,nbTrackedObjects,nbEvents,trackingScripts
21-06-02-17-03-28,16226534084990013,Tutorial,00:00:27.3593116,17,1,
21-06-02-17-04-01,16226534416179553,HouseObjectives,00:07:35.3456174,147,0,
