timestamp,ticksSince1970 (100ns),ObjectId,ActionId,Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9
0.0070037,1.6232380099511166e+16,0,5,hall
0.0340074,1.6232380100458516e+16,2,3,1,1,0.031197392921723445
0.1340074,1.6232380116027984e+16,2,3,0,1,0.3882948416104057
5.867954,1.6232380180398922e+16,0,5,corridor
28.26858,1.6232380404402656e+16,0,1,-2.635153,1.572151,-5.79378,0.4852198,1.570404,-5.84768
28.26858,1.6232380404402656e+16,0,5,bedroom 2
34.64374,1.62323804681536e+16,0,1,0.443934,1.579418,-5.867379,-1.340944,1.579448,-8.34562
47.8152,1.6232380599871484e+16,0,1,-0.8261931,1.576596,-8.309231,-2.366968,1.578585,-5.67485
47.8152,1.6232380599871484e+16,0,5,corridor
63.34106,1.6232380755129556e+16,0,5,livingroom
66.57301,1.623238078744398e+16,0,1,-2.272031,1.592268,-3.317737,3.784877,1.592268,-1.60597
69.08361,1.6232380812551532e+16,0,1,3.800553,1.57114,-1.602491,7.332148,1.571149,-1.200616
69.08361,1.6232380812551532e+16,0,5,terrace
