timestamp,ticksSince1970 (100ns),ObjectId,ActionId,Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9
70.5025,1.6233406617018624e+16,0,1,1.510334,1.651373,0.2787348,0.1711451,1.641314,-4.125107
