timestamp,ticksSince1970 (100ns),scene,duration,nbTrackedObjects,nbEvents,trackingScripts
21-06-02-16-43-36,16226522168894797,Tutorial,00:00:24.4436762,17,1,
21-06-02-16-44-07,16226522471710366,HouseNarrative,00:05:53.2756860,150,0,
