timestamp,ticksSince1970 (100ns),scene,duration,nbTrackedObjects,nbEvents,trackingScripts
21-06-07-15-24-58,16230794981219167,Tutorial,00:00:06.5870674,17,1,
21-06-07-15-25-10,16230795105848421,HouseNarrative,00:06:27.6531074,150,0,
