timestamp,ticksSince1970 (100ns),ObjectId,ActionId,Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9
14.30504,1.6232405073632856e+16,0,1,1.367478,1.594958,0.2778848,0.1711451,1.584907,-4.125107
