time(100ns),time_stamp(ms),frame,eye_valid_L,eye_valid_R,eye_valid_C,openness_L,openness_R,openness_C,pupil_diameter_L(mm),pupil_diameter_R(mm),pupil_diameter_C(mm),pos_sensor_L.x,pos_sensor_L.y,pos_sensor_R.x,pos_sensor_R.y,pos_sensor_C.x,pos_sensor_C.y,gaze_origin_L.x(mm),gaze_origin_L.y(mm),gaze_origin_L.z(mm),gaze_origin_R.x(mm),gaze_origin_R.y(mm),gaze_origin_R.z(mm),gaze_origin_C.x(mm),gaze_origin_C.y(mm),gaze_origin_C.z(mm),gaze_direct_L.x,gaze_direct_L.y,gaze_direct_L.z,gaze_direct_R.x,gaze_direct_R.y,gaze_direct_R.z,gaze_direct_C.x,gaze_direct_C.y,gaze_direct_C.z,gaze_sensitive,frown_L,frown_R,squeeze_L,squeeze_R,wide_L,wide_R,distance_valid_C,distance_C(mm),track_imp_cnt
637586700200475480,3918930,148905,31,31,3,1,1,0,4.865112,4.846619,0,(0.6, 0.5),(0.6, 0.7),(0.0, 0.0),(30.2, 0.0, -20.6),(-32.6, -6.2, -20.8),(14.4, -1.5, -20.6),(-0.3, 0.1, 0.9),(-0.3, 0.1, 0.9),(-0.3, 0.1, 0.9),1,0,0,0,0,0.06553743,0.06553743,False,0,1,
637586700200554838,3918938,148906,31,31,3,1,1,0,4.86644,4.842377,0,(0.6, 0.5),(0.6, 0.7),(0.0, 0.0),(30.2, 0.0, -20.6),(-32.6, -6.3, -20.8),(14.6, -1.5, -20.6),(-0.3, 0.1, 0.9),(-0.3, 0.1, 0.9),(-0.3, 0.1, 0.9),1,0,0,0,0,0.06293696,0.06293696,False,0,1,
637586700200639157,3918947,148907,31,31,3,1,1,0,4.865341,4.833023,0,(0.6, 0.5),(0.6, 0.7),(0.0, 0.0),(30.2, 0.0, -20.6),(-32.6, -6.3, -20.8),(14.8, -1.5, -20.6),(-0.3, 0.1, 0.9),(-0.3, 0.1, 0.9),(-0.3, 0.1, 0.9),1,0,0,0,0,0.04723012,0.04723012,False,0,1,
637586700200718524,3918955,148908,31,31,3,1,1,0,4.864227,4.837845,0,(0.6, 0.5),(0.6, 0.7),(0.0, 0.0),(30.2, 0.0, -20.6),(-32.6, -6.3, -20.8),(14.8, -1.5, -20.6),(-0.3, 0.1, 0.9),(-0.3, 0.1, 0.9),(-0.3, 0.1, 0.9),1,0,0,0,0,0.03880065,0.03880065,False,0,1,
637586700200802840,3918963,148909,31,31,3,1,1,0,4.865723,4.831497,0,(0.6, 0.5),(0.6, 0.7),(0.0, 0.0),(30.2, 0.0, -20.6),(-32.6, -6.3, -20.8),(14.6, -1.5, -20.6),(-0.3, 0.1, 0.9),(-0.3, 0.1, 0.9),(-0.3, 0.1, 0.9),1,0,0,0,0,0.03085404,0.03085404,False,0,1,
637586700200887164,3918972,148910,31,31,3,1,1,0,4.861465,4.837662,0,(0.6, 0.5),(0.6, 0.7),(0.0, 0.0),(30.2, 0.0, -20.6),(-32.6, -6.3, -20.8),(14.5, -1.6, -20.6),(-0.3, 0.1, 0.9),(-0.3, 0.1, 0.9),(-0.3, 0.1, 0.9),1,0,0,0,0,0.02658929,0.02658929,False,0,1,
637586700200971480,3918980,148911,31,31,3,1,1,0,4.861252,4.831512,0,(0.6, 0.5),(0.6, 0.7),(0.0, 0.0),(30.2, 0.0, -20.6),(-32.6, -6.3, -20.8),(14.2, -1.6, -20.6),(-0.3, 0.1, 0.9),(-0.3, 0.1, 0.9),(-0.3, 0.1, 0.9),1,0,0,0,0,0.03209783,0.03209783,False,0,1,
637586700201050847,3918988,148912,31,31,3,1,1,0,4.86145,4.825058,0,(0.6, 0.5),(0.6, 0.7),(0.0, 0.0),(30.2, 0.0, -20.6),(-32.6, -6.3, -20.8),(14.6, -1.5, -20.6),(-0.3, 0.1, 0.9),(-0.3, 0.1, 0.9),(-0.3, 0.1, 0.9),1,0,0,0,0,0.03505412,0.03505412,False,0,1,
637586700201135159,3918997,148913,31,31,3,1,1,0,4.865555,4.816391,0,(0.6, 0.5),(0.6, 0.7),(0.0, 0.0),(30.2, 0.0, -20.6),(-32.6, -6.3, -20.8),(14.7, -1.5, -20.6),(-0.3, 0.1, 0.9),(-0.3, 0.1, 0.9),(-0.3, 0.1, 0.9),1,0,0,0,0,0.02593038,0.02593038,False,0,1,
637586700201219485,3919005,148914,31,31,3,1,1,0,4.866318,4.813553,0,(0.6, 0.5),(0.6, 0.7),(0.0, 0.0),(30.2, 0.0, -20.6),(-32.6, -6.3, -20.8),(14.9, -1.5, -20.6),(-0.3, 0.1, 0.9),(-0.3, 0.1, 0.9),(-0.3, 0.1, 0.9),1,0,0,0,0,0.0210339,0.0210339,False,0,1,
