timestamp,ticksSince1970 (100ns),scene,duration,nbTrackedObjects,nbEvents,trackingScripts
21-06-07-13-25-11,16230723110701308,Tutorial,00:01:31.7783282,17,1,
21-06-07-13-26-42,16230724028816658,HouseAestheticBase,00:07:51.6105994,143,0,
21-06-07-13-34-34,16230728745056575,HouseAestheticSpace,00:01:37.2121345,143,0,
21-06-07-13-36-11,16230729717386239,HouseAestheticPostApo,00:04:08.2672598,13,0,
21-06-07-13-40-20,16230732200222528,HouseAestheticBase,00:00:08.1770521,143,0,
