timestamp,ticksSince1970 (100ns),ObjectId,ActionId,Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9
0.0085018,1.623073220042092e+16,0,5,hall
0.0370036,1.6230732201353404e+16,2,3,1,1,0.03034380691676805
