time(100ns),time_stamp(ms),frame,eye_valid_L,eye_valid_R,eye_valid_C,openness_L,openness_R,openness_C,pupil_diameter_L(mm),pupil_diameter_R(mm),pupil_diameter_C(mm),pos_sensor_L.x,pos_sensor_L.y,pos_sensor_R.x,pos_sensor_R.y,pos_sensor_C.x,pos_sensor_C.y,gaze_origin_L.x(mm),gaze_origin_L.y(mm),gaze_origin_L.z(mm),gaze_origin_R.x(mm),gaze_origin_R.y(mm),gaze_origin_R.z(mm),gaze_origin_C.x(mm),gaze_origin_C.y(mm),gaze_origin_C.z(mm),gaze_direct_L.x,gaze_direct_L.y,gaze_direct_L.z,gaze_direct_R.x,gaze_direct_R.y,gaze_direct_R.z,gaze_direct_C.x,gaze_direct_C.y,gaze_direct_C.z,gaze_sensitive,frown_L,frown_R,squeeze_L,squeeze_R,wide_L,wide_R,distance_valid_C,distance_C(mm),track_imp_cnt
637582270542290352,3459476,66291,31,31,3,1,1,0,4.435913,4.56604,0,(0.5, 0.7),(0.4, 0.8),(0.0, 0.0),(32.8, -3.7, -22.4),(-27.2, -9.1, -19.2),(-14.4, -7.9, -19.9),(0.0, -0.2, 1.0),(0.0, -0.1, 1.0),(0.0, -0.1, 1.0),1,0,0,0,0,0.1843936,0.1843936,False,0,1,
637582270542350193,3459485,66292,31,31,3,1,1,0,4.438293,4.564651,0,(0.5, 0.7),(0.4, 0.8),(0.0, 0.0),(32.8, -3.7, -22.4),(-27.2, -9.1, -19.2),(2.5, -6.4, -20.8),(0.0, -0.2, 1.0),(0.0, -0.1, 1.0),(0.0, -0.2, 1.0),1,0,0,0,0,0.1723944,0.1723944,False,0,1,
637582270542400062,3459493,66293,31,31,3,1,1,0,4.439926,4.56311,0,(0.5, 0.7),(0.4, 0.8),(0.0, 0.0),(32.9, -3.7, -22.3),(-27.2, -9.1, -19.2),(0.1, -6.6, -20.6),(0.0, -0.2, 1.0),(0.0, -0.1, 1.0),(0.0, -0.2, 1.0),1,0,0,0,0,0.1723944,0.1723944,False,0,1,
637582270542469871,3459501,66294,31,31,3,1,1,0,4.298325,4.553818,0,(0.5, 0.6),(0.4, 0.8),(0.0, 0.0),(32.9, -3.6, -22.5),(-27.2, -9.1, -19.2),(0.1, -6.6, -20.7),(0.0, -0.2, 1.0),(0.0, -0.1, 1.0),(0.0, -0.2, 1.0),1,0,0,0,0,0.1683505,0.1683505,False,0,1,
637582270542559636,3459510,66295,31,31,3,1,1,0,4.289978,4.544693,0,(0.5, 0.6),(0.4, 0.8),(0.0, 0.0),(32.9, -3.5, -22.5),(-27.1, -9.1, -19.2),(-0.7, -6.6, -20.7),(0.0, -0.2, 1.0),(0.0, -0.1, 1.0),(0.0, -0.2, 1.0),1,0,0,0,0,0.175725,0.175725,False,0,1,
637582270542639418,3459518,66296,31,31,3,1,1,0,4.3535,4.540863,0,(0.5, 0.6),(0.4, 0.8),(0.0, 0.0),(32.9, -3.6, -22.2),(-27.1, -9.1, -19.2),(-7.3, -7.3, -20.2),(0.0, -0.2, 1.0),(0.0, -0.1, 1.0),(0.0, -0.1, 1.0),1,0,0,0,0,0.1803914,0.1803914,False,0,1,
637582270542724248,3459526,66297,31,31,3,1,1,0,4.326859,4.540131,0,(0.5, 0.6),(0.4, 0.8),(0.0, 0.0),(32.9, -3.6, -22.2),(-27.1, -9.1, -19.2),(-14.0, -7.9, -19.9),(0.0, -0.2, 1.0),(0.0, -0.1, 1.0),(0.0, -0.1, 1.0),1,0,0,0,0,0.195389,0.195389,False,0,1,
637582270542804031,3459535,66298,31,31,3,1,1,0,4.343002,4.525543,0,(0.5, 0.6),(0.4, 0.8),(0.0, 0.0),(32.9, -3.6, -22.2),(-27.1, -9.1, -19.2),(-18.2, -8.3, -19.7),(0.0, -0.2, 1.0),(0.0, -0.1, 1.0),(0.0, -0.1, 1.0),1,0,0,0,0,0.2034379,0.2034379,False,0,1,
637582270542913738,3459543,66299,31,31,3,1,1,0,4.319992,4.524857,0,(0.5, 0.6),(0.4, 0.8),(0.0, 0.0),(32.9, -3.6, -22.2),(-27.1, -9.1, -19.2),(-19.8, -8.4, -19.6),(0.0, -0.2, 1.0),(0.0, -0.1, 1.0),(0.0, -0.1, 1.0),1,0,0,0,0,0.2200695,0.2200695,False,0,1,
637582270542973580,3459551,66300,31,31,3,1,1,0,4.296814,4.509201,0,(0.5, 0.6),(0.4, 0.8),(0.0, 0.0),(32.9, -3.6, -22.2),(-27.1, -9.0, -19.3),(-19.4, -8.3, -19.7),(0.0, -0.2, 1.0),(0.0, -0.1, 1.0),(0.0, -0.1, 1.0),1,0,0,0,0,0.2289953,0.2289953,False,0,1,
