PCTimestamp,PCTimestampUnit,Timestamp,TimestampUnit,GSRData,GSRUnit,PPGData,PPGUnit
-1,-1,-1,-1,-1,-1,-1,-1
1622463678858,mSecs,1622463678858,mSecs,9039.735099337744,kOhms,3563.369963369963,mVolts
1622463678890,mSecs,1622463678858,mSecs,8921.5686274509935,kOhms,3563.369963369963,mVolts
1622463678890,mSecs,1622463678858,mSecs,8806.45161290324,kOhms,3563.369963369963,mVolts
1622463678891,mSecs,1622463678858,mSecs,8694.2675159235641,kOhms,3563.369963369963,mVolts
1622463678892,mSecs,1622463678858,mSecs,8584.905660377357,kOhms,3563.369963369963,mVolts
1622463678894,mSecs,1622463678858,mSecs,8478.26086956523,kOhms,3563.369963369963,mVolts
1622463678894,mSecs,1622463678858,mSecs,8374.23312883437,kOhms,3563.369963369963,mVolts
1622463678929,mSecs,1622463678858,mSecs,8272.7272727272721,kOhms,3563.369963369963,mVolts
1622463678930,mSecs,1622463812123,mSecs,8173.6526946107779,kOhms,3563.369963369963,mVolts
1622463678931,mSecs,1622463812123,mSecs,8076.9230769230908,kOhms,3563.369963369963,mVolts
1622463678931,mSecs,1622463812123,mSecs,7982.4561403508915,kOhms,3563.369963369963,mVolts
1622463678939,mSecs,1622463812123,mSecs,7890.1734104046245,kOhms,3563.369963369963,mVolts
1622463678974,mSecs,1622463812123,mSecs,7800.0000000000009,kOhms,3563.369963369963,mVolts
1622463678975,mSecs,1622463812123,mSecs,7711.8644067796622,kOhms,3563.369963369963,mVolts
1622463678975,mSecs,1622463812123,mSecs,7625.6983240223608,kOhms,3563.369963369963,mVolts
1622463678977,mSecs,1622463812123,mSecs,7541.4364640884,kOhms,3563.369963369963,mVolts
1622463678978,mSecs,1622463812123,mSecs,7459.0163934426246,kOhms,3563.369963369963,mVolts
1622463679014,mSecs,1622463812123,mSecs,7378.37837837838,kOhms,3563.369963369963,mVolts
1622463679015,mSecs,1622463812123,mSecs,7299.4652406417254,kOhms,3563.369963369963,mVolts
1622463679015,mSecs,1622463955662,mSecs,7222.2222222222244,kOhms,3563.369963369963,mVolts
1622463679017,mSecs,1622463955662,mSecs,7146.5968586387462,kOhms,3563.369963369963,mVolts
1622463679018,mSecs,1622464467655,mSecs,7072.53886010363,kOhms,3563.369963369963,mVolts
1622463679018,mSecs,1622464979647,mSecs,7000.0000000000027,kOhms,3563.369963369963,mVolts
1622463679052,mSecs,1622465491631,mSecs,6928.9340101522876,kOhms,3563.369963369963,mVolts
1622463679054,mSecs,1622466003608,mSecs,6859.2964824120636,kOhms,3563.369963369963,mVolts
1622463679055,mSecs,1622466003608,mSecs,6791.0447761194064,kOhms,3563.369963369963,mVolts
1622463679056,mSecs,1622466515592,mSecs,6724.1379310344864,kOhms,3563.369963369963,mVolts
1622463679088,mSecs,1622466515592,mSecs,6658.5365853658577,kOhms,3563.369963369963,mVolts
1622463679089,mSecs,1622466515600,mSecs,6594.2028985507286,kOhms,3563.369963369963,mVolts
1622463679091,mSecs,1622466515616,mSecs,6531.1004784689039,kOhms,3563.369963369963,mVolts
1622463679091,mSecs,1622467027608,mSecs,6469.1943127962131,kOhms,3563.369963369963,mVolts
1622463679092,mSecs,1622467027608,mSecs,6408.4507042253563,kOhms,3563.369963369963,mVolts
1622463679127,mSecs,1622467539600,mSecs,6348.83720930233,kOhms,3563.369963369963,mVolts
1622463679128,mSecs,1622467539623,mSecs,6290.3225806451665,kOhms,3563.369963369963,mVolts
1622463679130,mSecs,1622467539631,mSecs,6232.8767123287716,kOhms,3563.369963369963,mVolts
1622463679130,mSecs,1622467539631,mSecs,6176.470588235291,kOhms,3563.369963369963,mVolts
1622463679137,mSecs,1622468051623,mSecs,6121.0762331838614,kOhms,3563.369963369963,mVolts
1622463679169,mSecs,1622468051631,mSecs,6066.6666666666715,kOhms,3563.369963369963,mVolts
1622463679169,mSecs,1622468051639,mSecs,6013.2158590308427,kOhms,3563.369963369963,mVolts
1622463679175,mSecs,1622468051655,mSecs,5960.698689956329,kOhms,3563.369963369963,mVolts
1622463679175,mSecs,1622468051678,mSecs,5909.0909090909145,kOhms,3563.369963369963,mVolts
1622463679205,mSecs,1622468563670,mSecs,5858.3690987124519,kOhms,3563.369963369963,mVolts
1622463679207,mSecs,1622469075662,mSecs,5808.5106382978784,kOhms,3563.369963369963,mVolts
1622463679207,mSecs,1622469075670,mSecs,5759.4936708860741,kOhms,3563.369963369963,mVolts
1622463679209,mSecs,1622469075678,mSecs,5711.2970711297057,kOhms,3563.369963369963,mVolts
1622463679212,mSecs,1622469075686,mSecs,5663.9004149377652,kOhms,3563.369963369963,mVolts
1622463679212,mSecs,1622469587678,mSecs,5617.2839506172895,kOhms,3563.369963369963,mVolts
1622463679218,mSecs,1622469587678,mSecs,5571.4285714285706,kOhms,3563.369963369963,mVolts
1622463679251,mSecs,1622469587686,mSecs,5526.3157894736833,kOhms,3563.369963369963,mVolts
1622463679252,mSecs,1622469587694,mSecs,5481.92771084338,kOhms,3563.369963369963,mVolts
1622463679252,mSecs,1622470099678,mSecs,5438.2470119521977,kOhms,3563.369963369963,mVolts
1622463679254,mSecs,1622470099686,mSecs,5395.256916996047,kOhms,3563.369963369963,mVolts
1622463679287,mSecs,1622470099686,mSecs,5352.9411764705883,kOhms,3563.369963369963,mVolts
1622463679291,mSecs,1622470099702,mSecs,5311.2840466926136,kOhms,3563.369963369963,mVolts
1622463679291,mSecs,1622470099702,mSecs,5270.2702702702763,kOhms,3563.369963369963,mVolts
1622463679292,mSecs,1622470099709,mSecs,5229.8850574712651,kOhms,3563.369963369963,mVolts
1622463679293,mSecs,1622470099709,mSecs,5190.1140684410648,kOhms,3563.369963369963,mVolts
1622463679330,mSecs,1622470099717,mSecs,5150.9433962264156,kOhms,3563.369963369963,mVolts
1622463679331,mSecs,1622470099717,mSecs,5112.3595505618041,kOhms,3563.369963369963,mVolts
1622463679331,mSecs,1622470099717,mSecs,5074.3494423791826,kOhms,3563.369963369963,mVolts
1622463679332,mSecs,1622470099733,mSecs,5036.9003690036907,kOhms,3563.369963369963,mVolts
