timestamp,ticksSince1970 (100ns),ObjectId,ActionId,Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9
0.0128685,1.6230623150877244e+16,0,5,hall
0.025737,1.6230623151804768e+16,2,3,1,1,0.03034300286182797
0.045737,1.6230623152303432e+16,1,3,1,2,0.030342851288745108
0.1124043,1.6230623153001564e+16,1,3,0,2,4.008094282748456
0.1124043,1.6230623153001564e+16,2,3,0,1,0.46852470252191597
0.4823101,1.6230623156671752e+16,0,5,corridor
17.32624,1.623062332679571e+16,0,1,-3.010126,1.472477,-2.536443,-1.980578,1.470917,-3.305558
17.32624,1.623062332679571e+16,0,5,livingroom
24.85129,1.62306234020437e+16,0,1,-1.870488,1.582482,-3.220427,3.258306,1.582459,-3.08662
26.11028,1.62306234146351e+16,0,1,3.239024,1.557379,-3.006127,6.196015,1.55737,-0.967254
26.11028,1.62306234146351e+16,0,5,terrace
28.05757,1.6230623434110434e+16,0,1,6.166486,1.572511,-1.12565,7.73445,1.572709,-2.729276
41.20783,1.6230623565610184e+16,0,1,8.214927,1.630243,-2.855159,9.726,3.561156,-3.996
44.10189,1.6230623594546472e+16,0,1,9.671816,3.549011,-3.920676,11.38579,5.857349,-8.986422
50.96594,1.6230623663186924e+16,0,1,11.35917,5.876888,-8.956838,13.24294,8.523921,-7.068206
63.85912,1.6230623792125592e+16,0,1,13.14318,8.347355,-6.660933,9.726,3.392703,-3.996
72.43694,1.6230623877910516e+16,0,1,9.898451,3.525215,-4.108148,11.38579,5.833426,-8.986423
74.20307,1.6230623895565436e+16,0,1,11.43494,5.866478,-8.820468,13.24294,8.512886,-7.068206
83.52734,1.6230623988811564e+16,0,1,13.11302,8.40657,-7.078691,6.033072,1.520606,-0.8314044
85.78342,1.6230624011368798e+16,0,1,6.047366,1.58742,-0.9230536,0.9051408,1.587425,-0.20744
