timestamp,ticksSince1970 (100ns),scene,duration,nbTrackedObjects,nbEvents,trackingScripts
21-06-02-09-37-44,16226266645596679,Tutorial,00:01:57.1723856,17,1,
21-06-02-09-39-41,16226267817707415,HouseAestheticBase,00:11:25.9746587,143,0,
21-06-02-09-51-07,16226274677602796,HouseAestheticSpace,00:04:28.2711433,143,0,
21-06-02-09-55-36,16226277360572148,HouseAestheticPostApo,00:04:21.0723641,13,0,
21-06-02-09-59-57,16226279971434680,HouseAestheticBase,00:01:50.3297343,143,0,
