timestamp,ticksSince1970 (100ns),ObjectId,ActionId,Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9
2.605683,1.6231634748214914e+16,0,1,-2.041797,1.551308,-1.4298,0.1954295,1.551282,-1.598412
