timestamp,ticksSince1970 (100ns),scene,duration,nbTrackedObjects,nbEvents,trackingScripts
21-06-08-14-44-32,16231634721491200,Tutorial,00:00:10.7454848,17,1,
21-06-08-14-44-48,16231634886042336,HouseAestheticBase,00:08:50.4401750,143,0,
21-06-08-14-53-39,16231640190932777,HouseAestheticSpace,00:04:09.4983742,143,0,
21-06-08-14-57-48,16231642686405208,HouseAestheticPostApo,00:07:46.2873996,13,0,
21-06-08-15-05-41,16231647412376806,HouseAestheticBase,00:00:33.6189178,143,0,
