timestamp,ticksSince1970 (100ns),scene,duration,nbTrackedObjects,nbEvents,trackingScripts
21-06-11-16-08-18,16234276983388180,Tutorial,00:00:56.9497575,17,1,
21-06-11-16-09-15,16234277553123831,HouseObjectives,00:07:48.0757344,147,0,
