timestamp,ticksSince1970 (100ns),scene,duration,nbTrackedObjects,nbEvents,trackingScripts
21-06-07-12-11-02,16230678623760370,Tutorial,00:01:04.7651347,17,1,
21-06-07-12-12-13,16230679331543675,HouseNarrative,00:03:41.2303811,150,0,
