timestamp,ticksSince1970 (100ns),scene,duration,nbTrackedObjects,nbEvents,trackingScripts
21-06-07-17-00-36,16230852369094020,Tutorial,00:00:12.9477331,17,1,
21-06-07-17-00-56,16230852560181741,HouseObjectives,00:08:11.6750743,147,0,
