timestamp,ticksSince1970 (100ns),scene,duration,nbTrackedObjects,nbEvents,trackingScripts
21-06-02-13-15-33,16226397332478223,Tutorial,00:01:25.7844934,17,1,
21-06-02-13-17-05,16226398254046890,HouseNarrative,00:05:26.8520251,150,0,
