time(100ns),time_stamp(ms),frame,eye_valid_L,eye_valid_R,eye_valid_C,openness_L,openness_R,openness_C,pupil_diameter_L(mm),pupil_diameter_R(mm),pupil_diameter_C(mm),pos_sensor_L.x,pos_sensor_L.y,pos_sensor_R.x,pos_sensor_R.y,pos_sensor_C.x,pos_sensor_C.y,gaze_origin_L.x(mm),gaze_origin_L.y(mm),gaze_origin_L.z(mm),gaze_origin_R.x(mm),gaze_origin_R.y(mm),gaze_origin_R.z(mm),gaze_origin_C.x(mm),gaze_origin_C.y(mm),gaze_origin_C.z(mm),gaze_direct_L.x,gaze_direct_L.y,gaze_direct_L.z,gaze_direct_R.x,gaze_direct_R.y,gaze_direct_R.z,gaze_direct_C.x,gaze_direct_C.y,gaze_direct_C.z,gaze_sensitive,frown_L,frown_R,squeeze_L,squeeze_R,wide_L,wide_R,distance_valid_C,distance_C(mm),track_imp_cnt
637580632987306581,3997527,134803,31,31,3,1,1,0,4.509521,4.598053,0,(0.5, 0.8),(0.4, 0.7),(0.0, 0.0),(33.1, -5.8, -25.7),(-26.0, -5.8, -22.7),(11.6, -5.8, -24.6),(0.0, -0.1, 1.0),(0.0, -0.1, 1.0),(0.0, -0.1, 1.0),1,0,0,0,0,0.2510781,0.2510781,False,0,1,
637580632987376395,3997535,134804,31,31,3,1,1,0,4.402039,4.523148,0,(0.5, 0.8),(0.4, 0.7),(0.0, 0.0),(33.1, -5.7, -25.9),(-26.0, -5.8, -22.8),(18.9, -5.7, -25.1),(0.0, -0.1, 1.0),(0.0, -0.1, 1.0),(0.0, -0.1, 1.0),1,0,0,0,0,0.2455355,0.2455355,False,0,1,
637580632987466150,3997544,134805,31,31,3,1,1,0,4.462128,4.609741,0,(0.5, 0.8),(0.4, 0.7),(0.0, 0.0),(33.1, -5.7, -25.9),(-26.0, -5.8, -22.9),(12.3, -5.7, -24.9),(0.0, -0.1, 1.0),(0.0, -0.1, 1.0),(0.0, -0.1, 1.0),1,0,0,0,0,0.1577814,0.1577814,False,0,1,
637580632987545938,3997552,134806,31,31,3,1,1,0,4.540131,4.511032,0,(0.5, 0.8),(0.4, 0.7),(0.0, 0.0),(33.1, -5.6, -26.0),(-26.0, -5.7, -23.1),(2.8, -5.7, -24.5),(0.0, -0.1, 1.0),(0.0, -0.1, 1.0),(0.0, -0.1, 1.0),1,0,0,0,0,0.110686,0.110686,False,0,1,
637580632987630783,3997560,134807,31,31,3,0.9099398,0.9160541,0,4.572083,4.544693,0,(0.5, 0.8),(0.4, 0.7),(0.0, 0.0),(33.2, -5.7, -25.7),(-26.0, -5.7, -23.1),(4.7, -5.7, -24.5),(0.0, -0.1, 1.0),(0.0, -0.1, 1.0),(0.0, -0.1, 1.0),1,0,0,0,0,0,0,False,0,1,
637580632987710570,3997569,134808,31,31,3,0.9099398,0.9160541,0,4.305801,4.547333,0,(0.5, 0.8),(0.4, 0.7),(0.0, 0.0),(33.1, -5.5, -26.2),(-26.1, -5.5, -24.0),(28.2, -5.5, -26.0),(0.0, -0.1, 1.0),(0.0, -0.1, 1.0),(0.0, -0.1, 1.0),1,0,0,0,0,0,0,False,0,1,
637580632987790359,3997577,134809,31,31,3,0.7616826,0.7632191,0,4.123306,4.351959,0,(0.5, 0.8),(0.4, 0.7),(0.0, 0.0),(32.9, -5.4, -26.2),(-26.4, -5.3, -24.5),(32.8, -5.4, -26.2),(-0.1, -0.1, 1.0),(-0.1, -0.1, 1.0),(-0.1, -0.1, 1.0),1,0,0,0,0,0,0,False,0,1,
637580632987870144,3997585,134810,31,25,3,0.7616826,0.7632191,0,4.063782,-1,0,(0.5, 0.8),(0.4, 0.7),(0.0, 0.0),(32.6, -5.3, -26.6),(-26.6, -5.6, -23.1),(32.6, -5.3, -26.6),(-0.1, -0.1, 1.0),(0.0, 0.0, 0.0),(-0.1, -0.1, 1.0),1,0,0,0,0,0,0,False,0,1,
637580632987959908,3997594,134811,31,25,3,0.5869629,0.4862103,0,3.266006,-1,0,(0.5, 0.8),(0.4, 0.8),(0.0, 0.0),(32.2, -5.0, -27.1),(-26.4, -6.4, -23.3),(32.2, -5.0, -27.1),(-0.2, -0.2, 1.0),(0.0, 0.0, 0.0),(-0.2, -0.2, 1.0),1,0,0,0,0,0,0,False,0,1,
637580632988019740,3997602,134812,24,24,0,0.5869629,0.4862103,0,-1,-1,0,(0.5, 0.8),(0.4, 0.9),(0.0, 0.0),(32.2, -5.0, -27.1),(-26.4, -6.4, -23.3),(-1.0, -1.0, -1.0),(0.0, 0.0, 0.0),(0.0, 0.0, 0.0),(-1.0, -1.0, -1.0),1,0,0,0,0,0,0,False,0,1,
