timestamp,ticksSince1970 (100ns),ObjectId,ActionId,Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9
4.153516,1.6230642878609776e+16,0,1,-0.941816,1.586105,-0.8608558,0.1711451,1.586055,-4.125107
