timestamp,ticksSince1970 (100ns),scene,duration,nbTrackedObjects,nbEvents,trackingScripts
21-06-07-11-11-23,16230642834849511,Tutorial,00:00:15.2072503,17,1,
21-06-07-11-11-44,16230643049759741,HouseObjectives,00:06:32.0727226,147,0,
