timestamp,ticksSince1970 (100ns),scene,duration,nbTrackedObjects,nbEvents,trackingScripts
21-06-10-13-08-16,16233304964174684,Tutorial,00:00:50.3036366,17,1,
21-06-10-13-09-12,16233305525191594,HouseAestheticBase,00:04:00.7065250,143,0,
21-06-10-13-13-13,16233307932695671,HouseAestheticSpace,00:01:55.4186429,143,0,
21-06-10-13-15-08,16233309087300982,HouseAestheticPostApo,00:02:31.2396929,13,0,
21-06-10-13-17-45,16233310656236116,HouseAestheticBase,00:00:31.6971114,143,0,
