timestamp,ticksSince1970 (100ns),scene,duration,nbTrackedObjects,nbEvents,trackingScripts
21-06-10-13-31-07,16233318679979111,Tutorial,00:00:11.3129055,17,1,
21-06-10-13-31-24,16233318849782482,HouseObjectives,00:08:17.8631067,147,0,
