timestamp,ticksSince1970 (100ns),scene,duration,nbTrackedObjects,nbEvents,trackingScripts
21-06-09-12-56-37,16232433975343336,Tutorial,00:00:27.0982394,17,1,
21-06-09-12-57-10,16232434308551169,HouseAestheticBase,00:01:57.1998107,143,0,
21-06-09-12-59-08,16232435481578996,HouseAestheticSpace,00:02:10.7542568,143,0,
21-06-09-13-01-18,16232436789749885,HouseAestheticPostApo,00:01:53.4743546,13,0,
21-06-09-13-03-18,16232437985058943,HouseAestheticBase,00:03:05.7381480,143,0,
