timestamp,ticksSince1970 (100ns),ObjectId,ActionId,Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9
0.0093797,1.6234305010984452e+16,0,5,hall
0.0387594,1.6234305012529988e+16,2,3,1,1,0.030342899962521697
2.657156,1.6234305038706494e+16,2,3,0,1,0.3009686993883295
7.047088,1.6234305084108512e+16,0,5,corridor
11.40108,1.6234305127651344e+16,0,1,-3.442067,1.655436,-2.869553,-4.696755,1.65303,-2.682721
11.40108,1.6234305127651344e+16,0,5,bedroom 1
13.90192,1.6234305152655654e+16,0,1,-4.397609,1.713034,-2.774596,-2.296446,1.713566,-3.23884
13.90192,1.6234305152655654e+16,0,5,livingroom
14.90347,1.623430516268982e+16,0,5,corridor
18.28603,1.6234305196492546e+16,0,5,bathroom
18.68588,1.623430520049692e+16,0,5,corridor
26.74165,1.62343052810564e+16,0,1,-3.30092,1.686014,-5.257849,-0.885499,1.68699,-5.448275
26.74165,1.62343052810564e+16,0,5,bedroom 2
30.14569,1.6234305315097092e+16,0,1,-1.111932,1.695373,-5.368873,-3.041027,1.697272,-5.35898
30.14569,1.6234305315097092e+16,0,5,corridor
31.82018,1.6234305331834584e+16,0,5,livingroom
