timestamp,ticksSince1970 (100ns),scene,duration,nbTrackedObjects,nbEvents,trackingScripts
21-06-01-14-19-18,16225571582325578,Tutorial,00:01:19.5809758,17,1,
21-06-01-14-20-44,16225572443103537,HouseNarrative,00:06:06.8149186,150,0,
