time(100ns),time_stamp(ms),frame,eye_valid_L,eye_valid_R,eye_valid_C,openness_L,openness_R,openness_C,pupil_diameter_L(mm),pupil_diameter_R(mm),pupil_diameter_C(mm),pos_sensor_L.x,pos_sensor_L.y,pos_sensor_R.x,pos_sensor_R.y,pos_sensor_C.x,pos_sensor_C.y,gaze_origin_L.x(mm),gaze_origin_L.y(mm),gaze_origin_L.z(mm),gaze_origin_R.x(mm),gaze_origin_R.y(mm),gaze_origin_R.z(mm),gaze_origin_C.x(mm),gaze_origin_C.y(mm),gaze_origin_C.z(mm),gaze_direct_L.x,gaze_direct_L.y,gaze_direct_L.z,gaze_direct_R.x,gaze_direct_R.y,gaze_direct_R.z,gaze_direct_C.x,gaze_direct_C.y,gaze_direct_C.z,gaze_sensitive,frown_L,frown_R,squeeze_L,squeeze_R,wide_L,wide_R,distance_valid_C,distance_C(mm),track_imp_cnt
637580806636388329,585132,137558,31,31,3,0.6325521,0.1143362,0,3.038437,3.121613,0,(0.5, 0.6),(0.5, 0.6),(0.0, 0.0),(31.3, 3.8, -33.0),(-29.1, 3.7, -33.2),(1.6, 3.8, -33.1),(-0.1, -0.6, 0.8),(0.0, -0.5, 0.8),(0.0, -0.5, 0.8),1,0,0,0,0,0,0,False,0,0,
637580806636457767,585141,137559,31,31,3,0.6253716,0.1441813,0,3.0383,3.113266,0,(0.5, 0.6),(0.5, 0.6),(0.0, 0.0),(31.3, 3.8, -33.0),(-29.1, 3.7, -33.2),(1.5, 3.8, -33.1),(-0.1, -0.6, 0.8),(0.0, -0.5, 0.8),(0.0, -0.5, 0.8),1,0,0,0,0,0,0,False,0,0,
637580806636512335,585149,137560,31,31,3,0.6321809,0.1210324,0,3.038483,3.095413,0,(0.5, 0.6),(0.5, 0.6),(0.0, 0.0),(31.2, 3.8, -33.0),(-29.1, 3.7, -33.2),(1.5, 3.8, -33.1),(-0.1, -0.6, 0.8),(0.0, -0.5, 0.8),(0.0, -0.5, 0.8),1,0,0,0,0,0,0,False,0,0,
637580806636596656,585157,137561,31,31,3,0.6321809,0.1210324,0,3.038132,3.094315,0,(0.5, 0.6),(0.5, 0.6),(0.0, 0.0),(31.2, 3.8, -33.0),(-29.1, 3.7, -33.2),(1.4, 3.8, -33.1),(-0.1, -0.6, 0.8),(0.0, -0.5, 0.8),(0.0, -0.5, 0.8),1,0,0,0,0,0,0,False,0,0,
637580806636685932,585166,137562,31,31,3,0.6349757,0.1274519,0,3.017654,3.095566,0,(0.5, 0.6),(0.5, 0.6),(0.0, 0.0),(31.2, 3.8, -33.0),(-29.1, 3.7, -33.2),(1.3, 3.8, -33.1),(-0.1, -0.6, 0.8),(0.0, -0.5, 0.8),(0.0, -0.5, 0.8),1,0,0,0,0,0,0,False,0,0,
637580806636795056,585174,137563,31,31,3,0.6349757,0.1274519,0,2.956543,3.095901,0,(0.5, 0.6),(0.5, 0.6),(0.0, 0.0),(31.2, 3.8, -33.1),(-29.2, 3.7, -33.2),(0.7, 3.8, -33.1),(-0.1, -0.6, 0.8),(0.0, -0.5, 0.8),(0.0, -0.5, 0.8),1,0,0,0,0,0,0,False,0,0,
637580806636854583,585182,137564,31,31,3,0.6345689,0.1167955,0,2.963547,3.105194,0,(0.5, 0.6),(0.5, 0.6),(0.0, 0.0),(31.2, 3.8, -33.1),(-29.2, 3.7, -33.2),(1.6, 3.7, -33.1),(-0.1, -0.6, 0.8),(0.0, -0.5, 0.8),(0.0, -0.6, 0.8),1,0,0,0,0,0,0,False,0,0,
637580806637003372,585190,137565,31,31,3,0.6345689,0.1167955,0,3.013535,3.107117,0,(0.5, 0.6),(0.5, 0.6),(0.0, 0.0),(31.2, 3.8, -33.1),(-29.2, 3.7, -33.2),(0.8, 3.7, -33.1),(-0.1, -0.6, 0.8),(0.0, -0.5, 0.8),(0.0, -0.5, 0.8),1,0,0,0,0,0,0,False,0,0,
637580806637132335,585199,137566,31,31,3,0.6236261,0.1333836,0,3.04512,3.107574,0,(0.5, 0.6),(0.5, 0.6),(0.0, 0.0),(31.2, 3.8, -33.1),(-29.2, 3.7, -33.2),(0.1, 3.7, -33.1),(-0.1, -0.6, 0.8),(0.0, -0.5, 0.8),(0.0, -0.5, 0.8),1,0,0,0,0,0,0,False,0,0,
637580806637231532,585207,137567,31,31,3,0.6236261,0.1333836,0,3.042267,3.200562,0,(0.5, 0.6),(0.5, 0.6),(0.0, 0.0),(31.2, 3.8, -33.1),(-29.2, 3.7, -33.2),(0.0, 3.8, -33.1),(-0.1, -0.6, 0.8),(0.0, -0.5, 0.8),(0.0, -0.6, 0.8),1,0,0,0,0,0,0,False,0,0,
637580806637345616,585224,137569,31,31,3,0.6344655,0.1342857,0,3.018341,3.122925,0,(0.5, 0.6),(0.5, 0.6),(0.0, 0.0),(31.2, 3.8, -33.1),(-29.2, 3.8, -33.2),(0.6, 3.8, -33.1),(-0.1, -0.6, 0.8),(0.0, -0.6, 0.8),(0.0, -0.6, 0.8),1,0,0,0,0,0,0,False,0,0,
637580806637405135,585232,137570,31,31,3,0.6344655,0.1342857,0,2.89978,3.094162,0,(0.5, 0.6),(0.5, 0.6),(0.0, 0.0),(31.2, 3.9, -33.1),(-29.3, 3.8, -33.1),(-0.2, 3.8, -33.1),(-0.1, -0.6, 0.8),(0.0, -0.5, 0.8),(0.0, -0.5, 0.8),1,0,0,0,0,0,0,False,0,0,
637580806637489464,585240,137571,31,31,3,0.6245123,0.13027,0,2.96669,3.026276,0,(0.5, 0.6),(0.5, 0.6),(0.0, 0.0),(31.2, 4.0, -33.0),(-29.2, 3.9, -33.1),(0.6, 4.0, -33.0),(-0.1, -0.5, 0.9),(0.0, -0.5, 0.9),(0.0, -0.5, 0.9),1,0,0,0,0,0,0,False,0,0,
637580806637608504,585249,137572,31,31,3,0.6245123,0.13027,0,3.033264,3.23465,0,(0.5, 0.6),(0.5, 0.6),(0.0, 0.0),(31.2, 4.2, -32.9),(-29.2, 4.2, -32.9),(3.1, 4.2, -32.9),(-0.1, -0.5, 0.9),(0.0, -0.5, 0.9),(0.0, -0.5, 0.9),1,0,0,0,0,0,0,False,0,0,
637580806637707699,585265,137574,31,31,3,0.6247197,0.1743319,0,3.34407,3.252304,0,(0.5, 0.5),(0.5, 0.5),(0.0, 0.0),(31.0, 4.7, -32.6),(-29.2, 4.7, -32.7),(5.5, 4.7, -32.6),(-0.1, -0.4, 0.9),(0.0, -0.4, 0.9),(-0.1, -0.4, 0.9),1,0,0,0,0,0,0,False,0,0,
637580806637816854,585274,137575,31,31,3,0.6247197,0.1743319,0,3.247009,3.272949,0,(0.5, 0.5),(0.5, 0.5),(0.0, 0.0),(30.9, 4.9, -32.6),(-29.2, 4.9, -32.6),(9.8, 4.9, -32.6),(-0.1, -0.3, 0.9),(0.0, -0.3, 1.0),(-0.1, -0.3, 1.0),1,0,0,0,0,0,0,False,0,0,
