timestamp,ticksSince1970 (100ns),eventId
26.63852,16231482918018275,0
38.75671,16231483039218138,1
38.80648,16231483039695354,0
41.29229,16231483064576629,1
41.83839,16231483070006961,0
49.33617,16231483144998375,1
49.58078,16231483147506790,0
49.67558,16231483148394685,1
49.78457,16231483149502294,0
59.39176,16231483245619662,1
61.93987,16231483271047561,0
64.01931,16231483291837720,1
