timestamp,ticksSince1970 (100ns),ObjectId,ActionId,Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9
13.59049,1.6224734805743052e+16,0,1,0.1936136,1.50891,-3.11552,1.315541,1.508973,-2.70873
