timestamp,ticksSince1970 (100ns),scene,duration,nbTrackedObjects,nbEvents,trackingScripts
21-05-27-16-34-11,16221332514267473,Tutorial,00:04:01.7750262,17,1,
21-05-27-16-38-13,16221334932265731,HouseNarrative,00:07:08.2167031,150,0,
