timestamp,ticksSince1970 (100ns),scene,duration,nbTrackedObjects,nbEvents,trackingScripts
21-06-04-10-36-40,16228030000692965,Tutorial,00:01:28.5029882,17,1,
21-06-04-10-38-14,16228030948917399,HouseObjectives,00:11:40.6726334,147,0,
