timestamp,ticksSince1970 (100ns),scene,duration,nbTrackedObjects,nbEvents,trackingScripts
21-05-27-14-16-12,16221249727428498,Tutorial,00:01:18.6442126,17,2,
21-05-27-14-17-37,16221250576740732,HouseAestheticBase,00:02:09.9813502,143,0,
21-05-27-14-19-47,16221251877052906,HouseAestheticSpace,00:01:30.3176046,143,0,
21-05-27-14-21-18,16221252780697696,HouseAestheticPostApo,00:02:00.9469119,13,0,
21-05-27-14-23-25,16221254053277423,HouseAestheticBase,00:00:38.5226430,143,0,
