time(100ns),time_stamp(ms),frame,eye_valid_L,eye_valid_R,eye_valid_C,openness_L,openness_R,openness_C,pupil_diameter_L(mm),pupil_diameter_R(mm),pupil_diameter_C(mm),pos_sensor_L.x,pos_sensor_L.y,pos_sensor_R.x,pos_sensor_R.y,pos_sensor_C.x,pos_sensor_C.y,gaze_origin_L.x(mm),gaze_origin_L.y(mm),gaze_origin_L.z(mm),gaze_origin_R.x(mm),gaze_origin_R.y(mm),gaze_origin_R.z(mm),gaze_origin_C.x(mm),gaze_origin_C.y(mm),gaze_origin_C.z(mm),gaze_direct_L.x,gaze_direct_L.y,gaze_direct_L.z,gaze_direct_R.x,gaze_direct_R.y,gaze_direct_R.z,gaze_direct_C.x,gaze_direct_C.y,gaze_direct_C.z,gaze_sensitive,frown_L,frown_R,squeeze_L,squeeze_R,wide_L,wide_R,distance_valid_C,distance_C(mm),track_imp_cnt
637588393846349252,483467,4816,31,31,3,1,1,0,5.451797,5.809357,0,(0.5, 0.4),(0.5, 0.3),(0.0, 0.0),(33.4, 5.7, -32.8),(-31.3, 7.2, -29.9),(-29.9, 7.1, -30.0),(0.0, -0.1, 1.0),(0.1, -0.1, 1.0),(0.1, -0.1, 1.0),1,0,0,0,0,0.4766842,0.4766842,False,0,0,
637588393846379170,483484,4818,31,31,3,1,1,0,5.465546,5.819809,0,(0.5, 0.4),(0.5, 0.3),(0.0, 0.0),(33.4, 5.7, -32.7),(-31.3, 7.1, -29.7),(-31.1, 7.1, -29.7),(0.0, -0.1, 1.0),(0.1, -0.1, 1.0),(0.1, -0.1, 1.0),1,0,0,0,0,0.2868682,0.2868682,False,0,0,
637588393846439010,483492,4819,31,31,3,1,1,0,5.464539,5.843857,0,(0.5, 0.4),(0.5, 0.3),(0.0, 0.0),(33.4, 5.7, -32.7),(-31.3, 7.1, -29.6),(-31.2, 7.1, -29.6),(0.0, -0.1, 1.0),(0.1, -0.1, 1.0),(0.1, -0.1, 1.0),1,0,0,0,0,0.2899507,0.2899507,False,0,0,
637588393846488877,483501,4820,31,31,3,1,1,0,5.463928,5.823395,0,(0.5, 0.4),(0.5, 0.3),(0.0, 0.0),(33.4, 5.7, -32.7),(-31.3, 7.1, -29.6),(-31.2, 7.1, -29.6),(0.0, -0.1, 1.0),(0.1, -0.1, 1.0),(0.1, -0.1, 1.0),1,0,0,0,0,0.2911243,0.2911243,False,0,0,
637588393847356560,483509,4821,31,31,3,1,1,0,5.447647,5.818192,0,(0.5, 0.4),(0.5, 0.3),(0.0, 0.0),(33.4, 5.7, -32.7),(-31.3, 7.1, -29.6),(-29.6, 7.1, -29.7),(0.0, -0.1, 1.0),(0.1, -0.1, 1.0),(0.1, -0.1, 1.0),1,0,0,0,0,0.2917541,0.2917541,False,0,0,
637588393847571076,483517,4822,31,31,3,1,1,0,5.445892,5.812973,0,(0.5, 0.4),(0.5, 0.3),(0.0, 0.0),(33.4, 5.7, -32.7),(-31.3, 7.1, -29.6),(11.6, 6.2, -31.7),(0.0, -0.1, 1.0),(0.1, -0.1, 1.0),(0.1, -0.1, 1.0),1,0,0,0,0,0.2914109,0.2914109,False,0,0,
637588393847630915,483601,4832,31,31,3,1,1,0,5.45871,5.856674,0,(0.5, 0.5),(0.5, 0.4),(0.0, 0.0),(33.6, 5.5, -32.5),(-31.1, 7.1, -29.9),(31.9, 5.6, -32.4),(0.1, -0.1, 1.0),(0.1, -0.1, 1.0),(0.1, -0.1, 1.0),1,0,0,0,0,0.2912267,0.2912267,False,0,0,
637588393847830380,483617,4834,31,31,3,1,1,0,5.427872,5.79863,0,(0.5, 0.5),(0.5, 0.4),(0.0, 0.0),(33.6, 5.5, -32.5),(-31.1, 7.1, -29.9),(26.0, 5.7, -32.2),(0.1, -0.1, 1.0),(0.1, -0.1, 1.0),(0.1, -0.1, 1.0),1,0,0,0,0,0.2871584,0.2871584,False,0,0,
637588393848129578,483626,4835,31,31,3,1,1,0,5.461121,5.835098,0,(0.5, 0.5),(0.5, 0.4),(0.0, 0.0),(33.6, 5.5, -32.5),(-31.1, 7.1, -29.9),(17.7, 5.9, -31.9),(0.1, -0.1, 1.0),(0.1, -0.1, 1.0),(0.1, -0.1, 1.0),1,0,0,0,0,0.3111891,0.3111891,False,0,0,
637588393848149527,483667,4840,31,31,3,1,1,0,5.4785,5.774078,0,(0.5, 0.5),(0.5, 0.4),(0.0, 0.0),(33.6, 5.5, -32.5),(-31.1, 7.0, -29.8),(7.8, 6.1, -31.5),(0.1, -0.1, 1.0),(0.1, -0.1, 1.0),(0.1, -0.1, 1.0),1,0,0,0,0,0.3233297,0.3233297,False,0,0,
637588393848209366,483676,4841,31,31,3,1,1,0,5.503448,5.908401,0,(0.5, 0.5),(0.5, 0.4),(0.0, 0.0),(33.6, 5.5, -32.6),(-31.1, 7.0, -29.8),(2.4, 6.2, -31.2),(0.1, -0.1, 1.0),(0.1, -0.1, 1.0),(0.1, -0.1, 1.0),1,0,0,0,0,0.3298453,0.3298453,False,0,0,
637588393848289155,483684,4842,31,31,3,1,1,0,5.555405,5.896011,0,(0.5, 0.5),(0.5, 0.4),(0.0, 0.0),(33.5, 5.5, -32.4),(-31.2, 7.0, -29.6),(2.1, 6.2, -31.1),(0.1, -0.2, 1.0),(0.1, -0.1, 1.0),(0.1, -0.1, 1.0),1,0,0,0,0,0.3343501,0.3343501,False,0,0,
637588393848518541,483692,4843,31,31,3,1,1,0,5.467178,5.877975,0,(0.5, 0.5),(0.5, 0.4),(0.0, 0.0),(33.5, 5.5, -32.6),(-31.2, 7.0, -29.6),(13.7, 6.0, -31.7),(0.1, -0.1, 1.0),(0.1, -0.1, 1.0),(0.1, -0.1, 1.0),1,0,0,0,0,0.3332895,0.3332895,False,0,0,
637588393848827715,483701,4844,31,31,3,1,1,0,5.507767,5.812561,0,(0.5, 0.5),(0.5, 0.4),(0.0, 0.0),(33.5, 5.5, -32.6),(-31.2, 7.0, -29.5),(23.5, 5.7, -32.1),(0.0, -0.1, 1.0),(0.1, -0.1, 1.0),(0.1, -0.1, 1.0),1,0,0,0,0,0.3332895,0.3332895,False,0,0,
637588393849206707,483717,4846,31,31,3,1,1,0,5.556564,5.855133,0,(0.5, 0.5),(0.5, 0.4),(0.0, 0.0),(33.5, 5.3, -31.9),(-31.2, 6.9, -29.4),(9.7, 5.9, -31.0),(0.0, -0.1, 1.0),(0.1, -0.1, 1.0),(0.1, -0.1, 1.0),1,0,0,0,0,0.3314227,0.3314227,False,0,0,
637588393849366273,483742,4849,31,31,3,1,1,0,5.504395,5.78447,0,(0.5, 0.5),(0.5, 0.4),(0.0, 0.0),(33.4, 5.4, -32.2),(-31.3, 6.9, -29.4),(9.6, 6.0, -31.1),(0.0, -0.1, 1.0),(0.1, -0.1, 1.0),(0.1, -0.1, 1.0),1,0,0,0,0,0.3374193,0.3374193,False,0,0,
637588393849640601,483776,4853,31,31,3,1,1,0,5.475754,5.733307,0,(0.5, 0.5),(0.5, 0.4),(0.0, 0.0),(33.3, 5.2, -31.5),(-31.4, 7.0, -29.8),(-30.0, 7.0, -29.9),(0.0, -0.1, 1.0),(0.1, -0.1, 1.0),(0.1, -0.1, 1.0),1,0,0,0,0,0.3248682,0.3248682,False,0,0,
637588393850049506,483817,4858,31,31,3,1,1,0,5.612228,5.764557,0,(0.5, 0.5),(0.5, 0.4),(0.0, 0.0),(33.2, 5.3, -31.5),(-31.4, 7.1, -29.9),(-31.3, 7.1, -29.9),(0.0, -0.1, 1.0),(0.0, -0.1, 1.0),(0.0, -0.1, 1.0),1,0,0,0,0,0.3181191,0.3181191,False,0,0,
637588393850428496,483834,4860,31,31,3,1,1,0,5.601837,5.846375,0,(0.5, 0.5),(0.5, 0.4),(0.0, 0.0),(33.6, 5.5, -32.3),(-31.1, 7.1, -29.8),(-31.0, 7.1, -29.8),(0.1, -0.1, 1.0),(0.1, -0.1, 1.0),(0.1, -0.1, 1.0),1,0,0,0,0,0.3132585,0.3132585,False,0,0,
637588393851480758,483876,4865,31,31,3,1,1,0,5.681717,5.881195,0,(0.4, 0.4),(0.4, 0.3),(0.0, 0.0),(34.2, 5.6, -32.3),(-30.3, 7.1, -29.7),(-30.1, 7.1, -29.7),(0.3, -0.1, 1.0),(0.3, -0.1, 1.0),(0.3, -0.1, 1.0),1,0,0,0,0,0.3038887,0.3038887,False,0,0,
637588393852079158,483909,4869,31,31,3,1,1,0,5.662842,6.017883,0,(0.4, 0.4),(0.4, 0.3),(0.0, 0.0),(34.1, 5.6, -32.3),(-30.5, 7.1, -29.6),(-30.3, 7.1, -29.6),(0.2, -0.1, 1.0),(0.3, -0.1, 1.0),(0.3, -0.1, 1.0),1,0,0,0,0,0.3181287,0.3181287,False,0,0,
637588393853046568,484001,4880,31,31,3,1,1,0,5.601654,5.862061,0,(0.5, 0.4),(0.5, 0.3),(0.0, 0.0),(33.6, 5.7, -32.5),(-31.1, 7.1, -29.7),(-30.9, 7.1, -29.7),(0.1, -0.1, 1.0),(0.2, -0.1, 1.0),(0.2, -0.1, 1.0),1,0,0,0,0,0.3827952,0.3827952,False,0,0,
637588393853186194,484084,4890,31,31,3,1,1,0,5.613495,5.806778,0,(0.5, 0.4),(0.5, 0.3),(0.0, 0.0),(33.2, 5.4, -31.5),(-31.6, 7.2, -29.6),(-31.5, 7.1, -29.6),(0.0, -0.1, 1.0),(0.0, -0.1, 1.0),(0.0, -0.1, 1.0),1,0,0,0,0,0.3961723,0.3961723,False,0,0,
637588393853500429,484159,4899,31,31,3,1,1,0,5.651047,5.80954,0,(0.4, 0.5),(0.5, 0.4),(0.0, 0.0),(33.7, 5.5, -32.2),(-30.9, 7.3, -31.1),(-23.9, 7.1, -31.2),(0.2, -0.1, 1.0),(0.2, -0.1, 1.0),(0.2, -0.1, 1.0),1,0,0,0,0,0.3462796,0.3462796,False,0,0,
637588393853949229,484201,4904,31,31,3,1,1,0,5.606705,5.890472,0,(0.5, 0.5),(0.5, 0.4),(0.0, 0.0),(33.5, 5.4, -32.1),(-31.3, 6.9, -29.6),(-23.6, 6.7, -29.9),(0.1, -0.1, 1.0),(0.1, -0.1, 1.0),(0.1, -0.1, 1.0),1,0,0,0,0,0.2936604,0.2936604,False,0,0,
637588393854687251,484217,4906,31,31,3,1,1,0,5.609787,5.733459,0,(0.5, 0.5),(0.5, 0.4),(0.0, 0.0),(33.4, 5.5, -32.5),(-31.4, 7.1, -30.1),(-24.5, 6.9, -30.4),(0.1, -0.1, 1.0),(0.1, -0.1, 1.0),(0.1, -0.1, 1.0),1,0,0,0,0,0.3318823,0.3318823,False,0,0,
