time(100ns),time_stamp(ms),frame,eye_valid_L,eye_valid_R,eye_valid_C,openness_L,openness_R,openness_C,pupil_diameter_L(mm),pupil_diameter_R(mm),pupil_diameter_C(mm),pos_sensor_L.x,pos_sensor_L.y,pos_sensor_R.x,pos_sensor_R.y,pos_sensor_C.x,pos_sensor_C.y,gaze_origin_L.x(mm),gaze_origin_L.y(mm),gaze_origin_L.z(mm),gaze_origin_R.x(mm),gaze_origin_R.y(mm),gaze_origin_R.z(mm),gaze_origin_C.x(mm),gaze_origin_C.y(mm),gaze_origin_C.z(mm),gaze_direct_L.x,gaze_direct_L.y,gaze_direct_L.z,gaze_direct_R.x,gaze_direct_R.y,gaze_direct_R.z,gaze_direct_C.x,gaze_direct_C.y,gaze_direct_C.z,gaze_sensitive,frown_L,frown_R,squeeze_L,squeeze_R,wide_L,wide_R,distance_valid_C,distance_C(mm),track_imp_cnt
637582533704341226,3872935,111766,31,31,3,1,1,0,4.181,4.469864,0,(0.5, 0.5),(0.5, 0.4),(0.0, 0.0),(32.8, 2.9, -29.6),(-31.3, 3.8, -28.2),(-29.7, 3.7, -28.3),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),1,0,0,0,0,0.3909659,0.3909659,False,0,0,
637582533704410937,3872943,111767,31,31,3,1,1,0,4.150696,4.565369,0,(0.5, 0.5),(0.5, 0.4),(0.0, 0.0),(32.8, 2.8, -29.5),(-31.3, 3.8, -28.3),(-29.7, 3.7, -28.3),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),1,0,0,0,0,0.3944615,0.3944615,False,0,0,
637582533704490023,3872952,111768,31,31,3,1,1,0,4.064819,4.518402,0,(0.5, 0.5),(0.5, 0.4),(0.0, 0.0),(32.8, 2.8, -29.5),(-31.3, 3.7, -28.3),(-29.2, 3.7, -28.4),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),1,0,0,0,0,0.3963374,0.3963374,False,0,0,
637582533704574596,3872960,111769,31,31,3,1,1,0,4.099625,4.571671,0,(0.5, 0.5),(0.5, 0.4),(0.0, 0.0),(32.8, 2.8, -29.5),(-31.3, 3.7, -28.3),(-26.7, 3.6, -28.4),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),1,0,0,0,0,0.3973466,0.3973466,False,0,0,
637582533704658682,3872968,111770,31,31,3,1,1,0,4.119507,4.530731,0,(0.5, 0.5),(0.5, 0.4),(0.0, 0.0),(32.8, 2.8, -29.5),(-31.3, 3.7, -28.3),(-23.2, 3.6, -28.4),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),1,0,0,0,0,0.3978881,0.3978881,False,0,0,
637582533704742982,3872977,111771,31,31,3,1,1,0,4.186111,4.521347,0,(0.5, 0.5),(0.5, 0.4),(0.0, 0.0),(32.8, 2.9, -29.5),(-31.3, 3.7, -28.3),(-19.8, 3.6, -28.5),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),1,0,0,0,0,0.4074815,0.4074815,False,0,0,
637582533704827556,3872985,111772,31,31,3,1,1,0,4.082169,4.473923,0,(0.5, 0.5),(0.5, 0.4),(0.0, 0.0),(32.8, 2.9, -29.7),(-31.3, 3.8, -28.3),(-20.3, 3.6, -28.5),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),1,0,0,0,0,0.41263,0.41263,False,0,0,
637582533704906913,3872993,111773,31,31,3,1,1,0,4.191284,4.538345,0,(0.5, 0.5),(0.5, 0.4),(0.0, 0.0),(32.8, 2.9, -29.5),(-31.4, 3.8, -28.3),(-19.2, 3.6, -28.5),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),1,0,0,0,0,0.407233,0.407233,False,0,0,
637582533704990991,3873002,111774,31,31,3,1,1,0,4.105087,4.508453,0,(0.5, 0.5),(0.5, 0.4),(0.0, 0.0),(32.8, 2.9, -29.4),(-31.4, 3.8, -28.3),(-15.0, 3.6, -28.6),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),1,0,0,0,0,0.4043365,0.4043365,False,0,0,
637582533705075317,3873010,111775,31,31,3,1,1,0,4.149567,4.513062,0,(0.5, 0.5),(0.5, 0.4),(0.0, 0.0),(32.8, 2.9, -29.4),(-31.4, 3.8, -28.3),(-11.3, 3.5, -28.7),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),1,0,0,0,0,0.4063803,0.4063803,False,0,0,
637582533705159615,3873018,111776,31,31,3,1,1,0,4.168549,4.552612,0,(0.5, 0.5),(0.5, 0.4),(0.0, 0.0),(32.8, 2.9, -29.5),(-31.4, 3.7, -28.3),(-8.9, 3.4, -28.7),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),1,0,0,0,0,0.4074771,0.4074771,False,0,0,
637582533705243935,3873027,111777,31,31,3,1,1,0,4.164886,4.530609,0,(0.5, 0.5),(0.5, 0.4),(0.0, 0.0),(32.8, 2.9, -29.6),(-31.4, 3.7, -28.3),(-10.7, 3.5, -28.7),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),1,0,0,0,0,0.3962245,0.3962245,False,0,0,
637582533705323308,3873035,111778,31,31,3,1,1,0,4.178665,4.498993,0,(0.5, 0.5),(0.5, 0.4),(0.0, 0.0),(32.8, 2.9, -29.6),(-31.4, 3.7, -28.2),(-13.4, 3.5, -28.6),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),1,0,0,0,0,0.3894213,0.3894213,False,0,0,
637582533705407629,3873043,111779,31,31,3,1,1,0,4.193069,4.522888,0,(0.5, 0.5),(0.5, 0.5),(0.0, 0.0),(32.8, 2.9, -29.6),(-31.4, 3.7, -28.2),(-13.6, 3.5, -28.6),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),1,0,0,0,0,0.4021011,0.4021011,False,0,0,
637582533705491945,3873052,111780,31,31,3,1,1,0,4.228104,4.544327,0,(0.5, 0.5),(0.5, 0.5),(0.0, 0.0),(32.9, 2.9, -29.7),(-31.3, 3.6, -28.2),(-13.1, 3.4, -28.6),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),1,0,0,0,0,0.408906,0.408906,False,0,0,
637582533705576266,3873060,111781,31,31,3,1,1,0,4.198654,4.526718,0,(0.5, 0.5),(0.5, 0.5),(0.0, 0.0),(32.9, 2.9, -29.6),(-31.3, 3.6, -28.2),(-15.3, 3.4, -28.6),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),1,0,0,0,0,0.4045107,0.4045107,False,0,0,
637582533705660581,3873068,111782,31,31,3,1,1,0,4.263168,4.617355,0,(0.5, 0.5),(0.5, 0.5),(0.0, 0.0),(32.9, 2.9, -29.5),(-31.3, 3.6, -28.3),(-12.6, 3.4, -28.6),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),1,0,0,0,0,0.4021518,0.4021518,False,0,0,
637582533705739952,3873077,111783,31,31,3,1,1,0,4.155182,4.541183,0,(0.5, 0.5),(0.5, 0.5),(0.0, 0.0),(32.9, 2.8, -29.4),(-31.3, 3.6, -28.2),(-16.2, 3.4, -28.5),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),1,0,0,0,0,0.4053466,0.4053466,False,0,0,
637582533705824271,3873085,111784,31,31,3,1,1,0,4.18721,4.498932,0,(0.5, 0.5),(0.5, 0.5),(0.0, 0.0),(32.9, 2.8, -29.4),(-31.3, 3.6, -28.2),(-17.5, 3.4, -28.5),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),1,0,0,0,0,0.4070612,0.4070612,False,0,0,
637582533705908594,3873093,111785,31,31,3,1,1,0,4.186813,4.533829,0,(0.5, 0.5),(0.5, 0.5),(0.0, 0.0),(33.0, 2.8, -29.5),(-31.3, 3.6, -28.1),(-15.6, 3.4, -28.4),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),1,0,0,0,0,0.4208006,0.4208006,False,0,0,
637582533705992914,3873102,111786,31,31,3,1,1,0,4.234024,4.530533,0,(0.5, 0.5),(0.5, 0.5),(0.0, 0.0),(33.0, 2.8, -29.4),(-31.2, 3.6, -28.1),(-16.3, 3.4, -28.4),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),1,0,0,0,0,0.4281742,0.4281742,False,0,0,
637582533706072270,3873110,111787,31,31,3,1,1,0,4.177551,4.530457,0,(0.5, 0.5),(0.5, 0.5),(0.0, 0.0),(33.0, 2.8, -29.5),(-31.2, 3.6, -28.1),(-14.9, 3.4, -28.5),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),1,0,0,0,0,0.4343698,0.4343698,False,0,0,
637582533706156590,3873118,111788,31,31,3,1,1,0,4.204681,4.568863,0,(0.5, 0.5),(0.5, 0.5),(0.0, 0.0),(33.0, 2.9, -29.7),(-31.2, 3.6, -28.3),(-17.4, 3.5, -28.6),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),1,0,0,0,0,0.4376949,0.4376949,False,0,0,
637582533706240895,3873127,111789,31,31,3,1,1,0,4.1716,4.535233,0,(0.5, 0.5),(0.5, 0.5),(0.0, 0.0),(33.0, 2.9, -29.7),(-31.2, 3.6, -28.4),(-18.4, 3.5, -28.6),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),1,0,0,0,0,0.4223153,0.4223153,False,0,0,
637582533706325219,3873135,111790,31,31,3,1,1,0,4.150146,4.629211,0,(0.5, 0.5),(0.5, 0.5),(0.0, 0.0),(33.0, 2.8, -29.6),(-31.2, 3.6, -28.4),(-10.7, 3.3, -28.8),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),1,0,0,0,0,0.4140615,0.4140615,False,0,0,
637582533706409537,3873143,111791,31,31,3,1,1,0,4.267349,4.529022,0,(0.5, 0.5),(0.5, 0.5),(0.0, 0.0),(33.1, 2.8, -29.5),(-31.1, 3.6, -28.4),(2.5, 3.2, -29.0),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),1,0,0,0,0,0.4121373,0.4121373,False,0,0,
637582533706493857,3873152,111792,31,31,3,1,1,0,4.283844,4.619141,0,(0.5, 0.5),(0.5, 0.5),(0.0, 0.0),(33.1, 2.8, -29.5),(-31.1, 3.6, -28.4),(8.9, 3.1, -29.1),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),1,0,0,0,0,0.4111047,0.4111047,False,0,0,
637582533706573225,3873160,111793,31,31,3,1,1,0,4.25264,4.544266,0,(0.5, 0.5),(0.5, 0.5),(0.0, 0.0),(33.1, 2.8, -29.6),(-31.1, 3.6, -28.4),(14.1, 3.0, -29.2),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),1,0,0,0,0,0.4057963,0.4057963,False,0,0,
637582533706657547,3873168,111794,31,31,3,1,1,0,4.230988,4.573273,0,(0.5, 0.5),(0.5, 0.5),(0.0, 0.0),(33.1, 2.8, -29.6),(-31.1, 3.6, -28.3),(14.4, 3.0, -29.2),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),1,0,0,0,0,0.4021716,0.4021716,False,0,0,
637582533706741857,3873177,111795,31,31,3,1,1,0,4.254532,4.531509,0,(0.5, 0.5),(0.5, 0.5),(0.0, 0.0),(33.1, 2.8, -29.6),(-31.1, 3.6, -28.3),(4.8, 3.1, -29.0),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),1,0,0,0,0,0.4118741,0.4118741,False,0,0,
637582533706826184,3873185,111796,31,31,3,1,1,0,4.229416,4.622726,0,(0.5, 0.5),(0.5, 0.5),(0.0, 0.0),(33.1, 2.8, -29.6),(-31.1, 3.6, -28.3),(-2.5, 3.2, -28.9),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),1,0,0,0,0,0.4170813,0.4170813,False,0,0,
637582533706910494,3873193,111797,31,31,3,1,1,0,4.241821,4.59227,0,(0.5, 0.5),(0.5, 0.5),(0.0, 0.0),(33.1, 2.8, -29.7),(-31.1, 3.6, -28.3),(-7.1, 3.3, -28.8),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),1,0,0,0,0,0.4179913,0.4179913,False,0,0,
637582533706994822,3873202,111798,31,31,3,1,1,0,4.245804,4.560226,0,(0.5, 0.5),(0.5, 0.5),(0.0, 0.0),(33.1, 2.8, -29.7),(-31.1, 3.6, -28.3),(-5.4, 3.3, -28.9),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),(0.1, 0.1, 1.0),1,0,0,0,0,0.4184797,0.4184797,False,0,0,
