timestamp,ticksSince1970 (100ns),scene,duration,nbTrackedObjects,nbEvents,trackingScripts
21-06-02-17-56-10,16226565704217216,Tutorial,00:00:20.5115798,17,1,
21-06-02-17-56-30,16226565909551262,HouseObjectives,00:10:37.9164005,147,0,
