timestamp,ticksSince1970 (100ns),scene,duration,nbTrackedObjects,nbEvents,trackingScripts
21-06-08-11-17-34,16231510544578003,Tutorial,00:00:12.1994231,17,1,
21-06-08-11-17-52,16231510729602884,HouseObjectives,00:05:15.5312368,147,0,
