timestamp,ticksSince1970 (100ns),objectId,position.x,position.y,position.z,rotation.x,rotation.y,rotation.z
0.0,16233361235937636,0,109.8662,0.8456141,0.05,300.0,,
0.0119838,16233361235977538,0,-0.2837386,1.766264,-0.6999805,358.0226,193.0827,356.701
0.0119838,16233361235987505,1,-0.2907598,1.183545,-0.9021324,327.2701,221.4099,335.217
0.0119838,16233361235987505,2,-0.4360993,1.11456,-0.7655638,344.3022,197.2474,1.612017
0.0119838,16233361235987505,3,-0.2837386,1.766266,-0.6999806,5.664477,184.115,-5.362269e-08
0.0119838,16233361235987505,4,2.96,1.05,0.4429998,4.771804e-06,63.21941,3.47906e-05
0.0119838,16233361235987505,5,3.015,1.05,-0.0170002,2.204624e-05,210.0,5.616873e-06
0.0119838,16233361235987505,6,2.712,1.05,-0.2880001,1.572607e-05,225.0,-9.07294e-05
0.0119838,16233361235987505,7,2.826,1.05,-0.1740003,4.970105e-05,198.0981,-0.0001678156
0.0119838,16233361235987505,8,2.826,1.05,0.04899979,1.123796e-05,198.098,-1.409814e-05
0.0119838,16233361235987505,9,3.053,1.049999,0.2269998,3.180555e-15,90.0,6.246871e-08
0.0119838,16233361235987505,10,3.145,1.049999,0.4429998,1.29079e-05,90.00002,7.590984e-06
0.0119838,16233361235987505,11,2.749,1.05,0.4400001,2.712756e-06,215.0,-4.56756e-06
0.0119838,16233361235987505,12,2.854,1.049999,0.243,-4.876972e-06,90.0,-1.829845e-05
0.0119838,16233361235987505,13,2.704,1.049999,0.2849998,3.180555e-15,90.0,6.246871e-08
0.0119838,16233361235987505,14,2.712,1.05,-0.06500006,1.22448e-05,225.0,-1.990891e-05
0.0119838,16233361235997479,15,3.015,1.05,-0.2400002,2.923484e-06,210.0,-1.861802e-05
0.0119838,16233361235997479,16,0.847,-0.073,-4.397,0.0,0.0,0.0
0.1119838,16233361236127129,0,-0.2640594,1.766277,-0.7146852,356.9391,186.8077,357.9626
0.1119838,16233361236127129,1,-0.2894447,1.184368,-0.9027214,327.0613,221.5519,334.9587
0.1119838,16233361236127129,2,-0.4345477,1.116001,-0.7681108,344.0034,196.586,1.778511
0.1119838,16233361236127129,3,-0.2640595,1.766281,-0.7146853,4.619952,178.1214,-1.33837e-07
0.126605,16233361236246812,0,-0.2628112,1.766272,-0.7156781,356.8579,186.5185,358.0254
0.126605,16233361236246812,1,-0.2697456,1.189535,-0.922213,326.1005,218.9335,333.767
0.126605,16233361236246812,2,-0.4184106,1.12258,-0.795265,341.4621,189.8192,5.31869
0.126605,16233361236246812,3,-0.2628112,1.766266,-0.7156782,4.199264,177.8907,1.404493e-07
0.1388283,16233361236406387,0,-0.2615663,1.766208,-0.716676,356.7766,186.2932,358.0527
0.1388283,16233361236406387,1,-0.2689766,1.189545,-0.9233233,326.1144,218.7233,333.9102
0.1388283,16233361236406387,2,-0.4191981,1.122169,-0.795256,341.4631,189.7211,5.385099
0.1388283,16233361236406387,3,-0.2615663,1.766205,-0.7166761,3.935936,177.3092,-6.017288e-08
0.1542794,16233361236546012,0,-0.2592268,1.766137,-0.7187976,356.6161,185.8812,358.0929
0.1542794,16233361236546012,1,-0.2679577,1.189504,-0.9247068,326.1399,218.3905,334.1585
0.1542794,16233361236546012,2,-0.4187077,1.122115,-0.7968927,341.4726,189.606,5.474696
0.1542794,16233361236546012,3,-0.2592268,1.766144,-0.7187977,3.784212,176.9038,6.016212e-08
0.1689094,16233361236695615,0,-0.2581417,1.766124,-0.719887,356.5309,185.7597,358.1125
0.1689094,16233361236695615,1,-0.2666018,1.189507,-0.9265838,326.1945,217.913,334.4921
0.1689094,16233361236695615,2,-0.4174055,1.122009,-0.7999515,341.4397,189.5064,5.540659
0.1689094,16233361236695615,3,-0.2581418,1.766144,-0.7198871,4.374866,177.9014,-1.204127e-07
0.1804543,16233361236805317,0,-0.2569859,1.766066,-0.720981,356.4366,185.6432,358.1657
0.1804543,16233361236805317,1,-0.2643448,1.189328,-0.9296583,326.3414,216.9902,335.0934
0.1804543,16233361236805317,2,-0.4164519,1.122035,-0.80322,341.3385,189.4043,5.628416
0.1804543,16233361236805317,3,-0.2569859,1.766068,-0.7209811,4.908608,178.9856,-1.138092e-07
0.1960272,16233361236964893,0,-0.2557765,1.766113,-0.7221342,356.3633,185.555,358.257
0.1960272,16233361236964893,1,-0.2633653,1.189241,-0.9309667,326.4116,216.5997,335.325
0.1960272,16233361236964893,2,-0.415577,1.122037,-0.8051122,341.2663,189.3987,5.636333
0.1960272,16233361236964893,3,-0.2557766,1.766113,-0.7221344,4.846227,178.9116,-1.539629e-07
0.2095396,16233361237084569,0,-0.2533188,1.765953,-0.7243023,356.2089,185.2732,358.4743
0.2095396,16233361237084569,1,-0.2623668,1.189024,-0.9326217,326.5023,216.1711,335.5571
0.2095396,16233361237084569,2,-0.4148813,1.12193,-0.8068305,341.1782,189.4207,5.630132
0.2095396,16233361237084569,3,-0.2533188,1.765961,-0.7243024,4.981989,179.1228,7.699711e-08
0.2202842,16233361237204250,0,-0.2520672,1.765756,-0.72543,356.1215,185.0926,358.5645
0.2202842,16233361237204250,1,-0.2610373,1.188848,-0.9345855,326.6165,215.6456,335.8501
0.2202842,16233361237204250,2,-0.413416,1.121879,-0.8100669,341.0822,189.502,5.538101
0.2202842,16233361237204250,3,-0.2520672,1.765762,-0.7254301,4.653668,178.5726,-2.00765e-07
0.2325294,16233361237303984,0,-0.2507108,1.765562,-0.7265936,356.0846,184.9199,358.5941
0.2325294,16233361237303984,1,-0.2599391,1.188686,-0.9362458,326.7393,215.1588,336.1445
0.2325294,16233361237303984,2,-0.4134592,1.121368,-0.8110158,341.024,189.6113,5.410173
0.2325294,16233361237313958,3,-0.2507109,1.765564,-0.7265937,3.322749,174.8725,1.870775e-07
0.2437014,16233361237423663,0,-0.249333,1.76536,-0.7278233,356.0651,184.7606,358.5825
0.2437014,16233361237423663,1,-0.2587885,1.188482,-0.9377927,326.8624,214.6895,336.4521
0.2437014,16233361237423663,2,-0.4127071,1.121177,-0.8130282,340.9974,189.7304,5.265444
0.2437014,16233361237423663,3,-0.2493331,1.765366,-0.7278234,2.482071,173.6323,2.002911e-07
0.2550319,16233361237533370,0,-0.2480521,1.765154,-0.7289495,356.0497,184.6278,358.5717
0.2550319,16233361237533370,1,-0.2575289,1.188124,-0.9395155,326.9957,214.22,336.7932
0.2550319,16233361237533370,2,-0.4120912,1.120905,-0.8146104,341.0441,189.8722,5.109
0.2550319,16233361237533370,3,-0.2480522,1.765167,-0.7289497,2.465238,173.4984,-6.676286e-08
0.2725422,16233361237702917,0,-0.2453372,1.764513,-0.7312644,356.0491,184.4171,358.5674
0.2725422,16233361237702917,1,-0.2556662,1.1876,-0.9418178,327.2387,213.4646,337.4077
0.2725422,16233361237702917,2,-0.4111883,1.120665,-0.8175148,341.1879,190.1071,4.860374
0.2725422,16233361237702917,3,-0.2453373,1.764511,-0.7312645,2.929445,174.2287,-4.0073e-08
0.2839684,16233361237812627,0,-0.2439042,1.764223,-0.7324258,356.0337,184.306,358.6079
0.2839684,16233361237812627,1,-0.2545708,1.187528,-0.9434953,327.4194,213.056,337.797
0.2839684,16233361237812627,2,-0.410291,1.120136,-0.8201249,341.3836,190.2574,4.784939
0.2839684,16233361237812627,3,-0.2439043,1.764221,-0.7324259,3.146256,174.6367,-2.67207e-08
0.2950844,16233361237922331,0,-0.2424586,1.763819,-0.7336878,356.015,184.1748,358.6584
0.2950844,16233361237922331,1,-0.2534935,1.187165,-0.9449819,327.6038,212.6823,338.1589
0.2950844,16233361237922331,2,-0.4090407,1.119664,-0.8227972,341.5964,190.3842,4.778443
0.2950844,16233361237922331,3,-0.2424586,1.763824,-0.7336879,3.136622,174.5119,-6.680114e-08
0.3061975,16233361238051981,0,-0.2409134,1.763402,-0.7350004,355.9876,184.0212,358.7106
0.3061975,16233361238051981,1,-0.2524599,1.186819,-0.9463749,327.7876,212.3428,338.5118
0.3061975,16233361238051981,2,-0.4077951,1.119106,-0.8252182,341.7974,190.4969,4.810323
0.3061975,16233361238051981,3,-0.2409134,1.763397,-0.7350005,3.117841,174.3651,2.671997e-08
0.318003,16233361238161693,0,-0.2393805,1.762997,-0.7362906,355.9487,183.8682,358.7537
0.318003,16233361238161693,1,-0.2516755,1.186518,-0.9476618,327.9542,212.0491,338.8394
0.318003,16233361238161693,2,-0.4063678,1.118596,-0.8277353,341.9554,190.5758,4.885683
0.318003,16233361238171665,3,-0.2393805,1.763,-0.7362907,3.087216,174.2177,6.679799e-08
0.3337546,16233361238331236,0,-0.2378319,1.762623,-0.7376745,355.8948,183.7172,358.7763
0.3337546,16233361238331236,1,-0.2507581,1.186152,-0.9487864,328.0836,211.8064,339.1278
0.3337546,16233361238331236,2,-0.4062722,1.117517,-0.8284329,342.0497,190.6375,4.941755
0.3337546,16233361238331236,3,-0.237832,1.762619,-0.7376746,3.037415,174.07,-9.351287e-08
0.3449998,16233361238420997,0,-0.2362887,1.762317,-0.7391479,355.8395,183.5972,358.7676
0.3449998,16233361238420997,1,-0.2494693,1.185538,-0.9504884,328.243,211.4701,339.5824
0.3449998,16233361238420997,2,-0.4041862,1.117145,-0.8321313,342.1373,190.6848,4.971527
0.3449998,16233361238420997,3,-0.2362887,1.762314,-0.739148,2.981411,173.9494,0.0
0.3629023,16233361238600518,0,-0.2331974,1.761516,-0.742002,355.7597,183.4535,358.7114
0.3629023,16233361238600518,1,-0.2487567,1.185234,-0.9512208,328.2974,211.3731,339.7469
0.3629023,16233361238600518,2,-0.4027562,1.117171,-0.8344216,342.1679,190.6724,4.947505
0.3629023,16233361238610491,3,-0.2331975,1.76152,-0.742002,2.865843,173.8135,-1.60283e-07
0.3743941,16233361238740144,0,-0.2316607,1.760958,-0.7433808,355.7226,183.3886,358.7069
0.3743941,16233361238740144,1,-0.2473309,1.18465,-0.9523252,328.2994,211.3658,339.8602
0.3743941,16233361238740144,2,-0.4010506,1.117224,-0.8371874,342.2054,190.5897,4.814501
0.3743941,16233361238740144,3,-0.2316608,1.760956,-0.7433809,2.895001,175.2155,-1.068581e-07
0.3875512,16233361238859823,0,-0.2300193,1.760454,-0.7447637,355.7158,183.2929,358.7627
0.3875512,16233361238859823,1,-0.2462912,1.184209,-0.9530343,328.2684,211.4221,339.8729
0.3875512,16233361238859823,2,-0.4003392,1.116992,-0.8385432,342.2283,190.499,4.640097
0.3875512,16233361238859823,3,-0.2300194,1.760452,-0.7447639,2.857694,174.9838,-1.335682e-07
0.40685,16233361239069262,0,-0.2267444,1.759448,-0.7475122,355.7344,182.9934,358.9796
0.40685,16233361239069262,1,-0.2451603,1.183929,-0.9537777,328.2109,211.5359,339.7739
