timestamp,ticksSince1970 (100ns),scene,duration,nbTrackedObjects,nbEvents,trackingScripts
21-06-04-11-32-02,16228063223850415,Tutorial,00:00:22.6313088,17,1,
21-06-04-11-32-31,16228063510001924,HouseNarrative,00:06:57.9664447,150,0,
