time(100ns),time_stamp(ms),frame,eye_valid_L,eye_valid_R,eye_valid_C,openness_L,openness_R,openness_C,pupil_diameter_L(mm),pupil_diameter_R(mm),pupil_diameter_C(mm),pos_sensor_L.x,pos_sensor_L.y,pos_sensor_R.x,pos_sensor_R.y,pos_sensor_C.x,pos_sensor_C.y,gaze_origin_L.x(mm),gaze_origin_L.y(mm),gaze_origin_L.z(mm),gaze_origin_R.x(mm),gaze_origin_R.y(mm),gaze_origin_R.z(mm),gaze_origin_C.x(mm),gaze_origin_C.y(mm),gaze_origin_C.z(mm),gaze_direct_L.x,gaze_direct_L.y,gaze_direct_L.z,gaze_direct_R.x,gaze_direct_R.y,gaze_direct_R.z,gaze_direct_C.x,gaze_direct_C.y,gaze_direct_C.z,gaze_sensitive,frown_L,frown_R,squeeze_L,squeeze_R,wide_L,wide_R,distance_valid_C,distance_C(mm),track_imp_cnt
637577176837264264,1033529,244709,8,24,0,0.2028446,0.1493714,0,-1,-1,0,(-1.0, -1.0),(0.4, 0.1),(0.0, 0.0),(31.6, -4.0, -33.4),(-29.7, 0.5, -51.4),(-1.0, -1.0, -1.0),(0.0, 0.0, 0.0),(0.0, 0.0, 0.0),(-1.0, -1.0, -1.0),1,0,0,0,0,0,0,False,0,1,
637577176837573438,1033563,244713,8,24,0,0.2804872,0.1623593,0,-1,-1,0,(-1.0, -1.0),(0.4, 0.1),(0.0, 0.0),(31.6, -4.0, -33.4),(-29.7, 0.5, -51.4),(-1.0, -1.0, -1.0),(0.0, 0.0, 0.0),(0.0, 0.0, 0.0),(-1.0, -1.0, -1.0),1,0,0,0,0,0,0,False,0,1,
637577176837603357,1033579,244715,8,24,0,0.3985868,0.1739641,0,-1,-1,0,(-1.0, -1.0),(0.4, 0.1),(0.0, 0.0),(31.6, -4.0, -33.4),(-29.7, 0.5, -51.4),(-1.0, -1.0, -1.0),(0.0, 0.0, 0.0),(0.0, 0.0, 0.0),(-1.0, -1.0, -1.0),1,0,0,0,0,0,0,False,0,1,
637577176837673168,1033596,244717,24,24,0,0.1605344,0,0,-1,-1,0,(0.6, 0.1),(0.4, 0.1),(0.0, 0.0),(31.6, -4.0, -33.4),(-29.7, 0.5, -51.4),(-1.0, -1.0, -1.0),(0.0, 0.0, 0.0),(0.0, 0.0, 0.0),(-1.0, -1.0, -1.0),1,0,0,0,0,0,0,False,0,1,
637577176837693112,1033604,244718,24,24,0,0.08816528,0,0,-1,-1,0,(0.6, 0.1),(0.4, 0.1),(0.0, 0.0),(31.6, -4.0, -33.4),(-29.7, 0.5, -51.4),(-1.0, -1.0, -1.0),(0.0, 0.0, 0.0),(0.0, 0.0, 0.0),(-1.0, -1.0, -1.0),1,0,0,0,0,0,0,False,0,1,
637577176837812796,1033613,244719,25,24,0,0,0,0,-1,-1,0,(0.5, 0.7),(0.4, 0.1),(0.0, 0.0),(31.8, -3.4, -33.4),(-29.7, 0.5, -51.4),(-1.0, -1.0, -1.0),(0.0, 0.0, 0.0),(0.0, 0.0, 0.0),(-1.0, -1.0, -1.0),1,0,0,0,0,0,0,False,0,1,
637577176837862663,1033621,244720,25,24,0,0,0,0,-1,-1,0,(0.5, 0.7),(0.5, 0.8),(0.0, 0.0),(31.8, -2.2, -33.4),(-29.7, 0.5, -51.4),(-1.0, -1.0, -1.0),(0.0, 0.0, 0.0),(0.0, 0.0, 0.0),(-1.0, -1.0, -1.0),1,0,0,0,0,0,0,False,0,1,
637577176837912527,1033629,244721,25,31,3,0.4894263,0,0,-1,3.889923,0,(0.5, 0.7),(0.5, 0.8),(0.0, 0.0),(31.8, -2.2, -33.4),(-29.7, -5.4, -33.0),(-29.7, -5.4, -33.0),(0.0, 0.0, 0.0),(0.0, 0.1, 1.0),(0.0, 0.1, 1.0),1,0,0,0,0,0,0,False,0,1,
637577176838082072,1033638,244722,25,31,3,0.4894263,0,0,-1,3.320572,0,(0.5, 0.7),(0.5, 0.8),(0.0, 0.0),(31.8, -2.3, -33.4),(-29.6, -1.3, -43.8),(-29.6, -1.3, -43.8),(0.0, 0.0, 0.0),(0.0, 0.0, 1.0),(0.0, 0.0, 1.0),1,0,0,0,0,0,0,False,0,1,
637577176838102020,1033646,244723,25,31,3,0.4894263,0,0,-1,4.505264,0,(0.5, 0.7),(0.5, 0.8),(0.0, 0.0),(31.7, -2.3, -33.5),(-29.9, -4.4, -34.1),(-29.9, -4.4, -34.1),(0.0, 0.0, 0.0),(0.0, 0.0, 1.0),(0.0, 0.0, 1.0),1,0,0,0,0,0,0,False,0,1,
