timestamp,ticksSince1970 (100ns),scene,duration,nbTrackedObjects,nbEvents,trackingScripts
21-06-07-16-01-25,16230816854620633,Tutorial,00:01:16.8861883,17,1,
21-06-07-16-02-48,16230817686537467,HouseNarrative,00:09:49.6524013,150,0,
