timestamp,ticksSince1970 (100ns),scene,duration,nbTrackedObjects,nbEvents,trackingScripts
21-06-01-14-40-41,16225584413195039,Tutorial,00:00:05.2486120,17,1,
21-06-01-14-40-52,16225584527238472,HouseAestheticBase,00:01:12.1541771,143,0,
21-06-01-14-42-04,16225585249224111,HouseAestheticSpace,00:00:59.5025065,143,0,
21-06-01-14-43-04,16225585844598240,HouseAestheticPostApo,00:00:56.5522667,13,0,
21-06-01-14-44-07,16225586471882766,HouseAestheticBase,00:00:45.9550270,143,0,
21-06-01-14-44-53,16225586931792075,HouseAestheticSpace,00:00:56.3305922,143,0,
21-06-01-14-45-49,16225587495496934,HouseAestheticPostApo,00:01:06.1147876,13,0,
21-06-01-14-47-01,16225588217405548,HouseAestheticBase,00:00:14.7835336,143,0,
