time(100ns),time_stamp(ms),frame,eye_valid_L,eye_valid_R,eye_valid_C,openness_L,openness_R,openness_C,pupil_diameter_L(mm),pupil_diameter_R(mm),pupil_diameter_C(mm),pos_sensor_L.x,pos_sensor_L.y,pos_sensor_R.x,pos_sensor_R.y,pos_sensor_C.x,pos_sensor_C.y,gaze_origin_L.x(mm),gaze_origin_L.y(mm),gaze_origin_L.z(mm),gaze_origin_R.x(mm),gaze_origin_R.y(mm),gaze_origin_R.z(mm),gaze_origin_C.x(mm),gaze_origin_C.y(mm),gaze_origin_C.z(mm),gaze_direct_L.x,gaze_direct_L.y,gaze_direct_L.z,gaze_direct_R.x,gaze_direct_R.y,gaze_direct_R.z,gaze_direct_C.x,gaze_direct_C.y,gaze_direct_C.z,gaze_sensitive,frown_L,frown_R,squeeze_L,squeeze_R,wide_L,wide_R,distance_valid_C,distance_C(mm),track_imp_cnt
637577304788532755,943783,636853,31,31,3,1,1,0,3.608673,3.61348,0,(0.7, 0.6),(0.7, 0.7),(0.0, 0.0),(29.2, -2.5, -25.0),(-35.5, -6.5, -25.9),(-7.6, -4.8, -25.5),(-0.2, 0.3, 0.9),(-0.2, 0.4, 0.9),(-0.2, 0.3, 0.9),1,0,0,0,0,0.5135188,0.5135188,False,0,1,
637577304788692324,943791,636854,31,31,3,1,1,0,3.599289,3.712463,0,(0.7, 0.6),(0.7, 0.7),(0.0, 0.0),(29.2, -2.4, -25.0),(-35.5, -6.5, -25.9),(-7.6, -4.8, -25.5),(-0.2, 0.3, 0.9),(-0.2, 0.4, 0.9),(-0.2, 0.3, 0.9),1,0,0,0,0,0.5155951,0.5155951,False,0,1,
637577304788742193,943799,636855,31,31,3,1,1,0,3.589218,3.673569,0,(0.7, 0.6),(0.7, 0.7),(0.0, 0.0),(29.2, -2.4, -25.0),(-35.5, -6.5, -26.0),(-7.2, -4.7, -25.5),(-0.2, 0.3, 0.9),(-0.2, 0.4, 0.9),(-0.2, 0.3, 0.9),1,0,0,0,0,0.5167094,0.5167094,False,0,1,
637577304788821982,943808,636856,31,31,3,1,1,0,3.58725,3.636612,0,(0.7, 0.6),(0.7, 0.7),(0.0, 0.0),(29.2, -2.4, -25.0),(-35.5, -6.5, -25.9),(-4.1, -4.5, -25.5),(-0.2, 0.3, 0.9),(-0.2, 0.4, 0.9),(-0.2, 0.3, 0.9),1,0,0,0,0,0.5230818,0.5230818,False,0,1,
637577304788891792,943816,636857,31,31,3,1,1,0,3.587036,3.732208,0,(0.7, 0.6),(0.7, 0.7),(0.0, 0.0),(29.2, -2.4, -25.0),(-35.4, -6.5, -25.9),(-4.2, -4.5, -25.5),(-0.2, 0.3, 0.9),(-0.2, 0.4, 0.9),(-0.2, 0.3, 0.9),1,0,0,0,0,0.5265017,0.5265017,False,0,1,
637577304788961605,943824,636858,31,31,3,1,1,0,3.570526,3.732941,0,(0.7, 0.6),(0.7, 0.7),(0.0, 0.0),(29.2, -2.3, -25.0),(-35.4, -6.5, -25.9),(-4.7, -4.5, -25.5),(-0.2, 0.3, 0.9),(-0.2, 0.4, 0.9),(-0.2, 0.3, 0.9),1,0,0,0,0,0.5240924,0.5240924,False,0,1,
637577304789021446,943833,636859,31,31,3,1,1,0,3.650528,3.583344,0,(0.7, 0.6),(0.7, 0.7),(0.0, 0.0),(29.3, -2.3, -25.0),(-35.5, -6.4, -25.9),(-6.9, -4.6, -25.5),(-0.2, 0.3, 0.9),(-0.2, 0.3, 0.9),(-0.2, 0.3, 0.9),1,0,0,0,0,0.5227993,0.5227993,False,0,1,
637577304789111205,943841,636860,31,31,3,1,1,0,3.672577,3.597076,0,(0.7, 0.6),(0.7, 0.7),(0.0, 0.0),(29.2, -2.3, -25.0),(-35.5, -6.4, -26.0),(-7.6, -4.6, -25.5),(-0.2, 0.3, 0.9),(-0.2, 0.4, 0.9),(-0.2, 0.3, 0.9),1,0,0,0,0,0.4852778,0.4852778,False,0,1,
637577304789190991,943849,636861,31,25,3,1,1,0,3.803375,-1,0,(0.7, 0.6),(0.7, 0.7),(0.0, 0.0),(29.2, -2.2, -25.1),(-35.6, -6.3, -26.2),(29.2, -2.2, -25.1),(-0.2, 0.4, 0.9),(0.0, 0.0, 0.0),(-0.2, 0.4, 0.9),1,0,0,0,0,0.465141,0.465141,False,0,1,
637577304789270776,943858,636862,25,25,0,1,1,0,-1,-1,0,(0.7, 0.6),(0.7, 0.7),(0.0, 0.0),(29.2, -2.1, -25.2),(-35.5, -6.4, -25.9),(-1.0, -1.0, -1.0),(0.0, 0.0, 0.0),(0.0, 0.0, 0.0),(-1.0, -1.0, -1.0),1,0,0,0,0,0.3502313,0.3502313,False,0,1,
637577304789360541,943866,636863,25,25,0,1,1,0,-1,-1,0,(0.7, 0.6),(0.7, 0.8),(0.0, 0.0),(29.3, -2.1, -24.9),(-35.4, -8.3, -25.8),(-1.0, -1.0, -1.0),(0.0, 0.0, 0.0),(0.0, 0.0, 0.0),(-1.0, -1.0, -1.0),1,0,0,0,0,0.2885621,0.2885621,False,0,1,
637577304789440331,943874,636864,25,25,0,0.959053,0.4416436,0,-1,-1,0,(0.6, 0.6),(0.6, 0.8),(0.0, 0.0),(29.3, -3.8, -24.9),(-35.1, -8.0, -25.4),(-1.0, -1.0, -1.0),(0.0, 0.0, 0.0),(0.0, 0.0, 0.0),(-1.0, -1.0, -1.0),1,0,0,0,0,0,0,False,0,1,
637577304789520113,943883,636865,25,25,0,0.959053,0.4416436,0,-1,-1,0,(0.6, 0.6),(0.6, 0.8),(0.0, 0.0),(29.6, -3.4, -24.7),(-34.7, -9.8, -25.8),(-1.0, -1.0, -1.0),(0.0, 0.0, 0.0),(0.0, 0.0, 0.0),(-1.0, -1.0, -1.0),1,0,0,0,0,0,0,False,0,1,
637577304789589924,943891,636866,25,8,0,0.2841032,0.1670037,0,-1,-1,0,(0.6, 0.7),(-1.0, -1.0),(0.0, 0.0),(29.9, -3.9, -24.6),(-34.7, -9.8, -25.8),(-1.0, -1.0, -1.0),(0.0, 0.0, 0.0),(0.0, 0.0, 0.0),(-1.0, -1.0, -1.0),1,0,0,0,0,0,0,False,0,1,
637577304789659741,943899,636867,8,8,0,0.2841032,0.1670037,0,-1,-1,0,(-1.0, -1.0),(-1.0, -1.0),(0.0, 0.0),(29.9, -3.9, -24.6),(-34.7, -9.8, -25.8),(-1.0, -1.0, -1.0),(0.0, 0.0, 0.0),(0.0, 0.0, 0.0),(-1.0, -1.0, -1.0),1,0,0,0,0,0,0,False,0,1,
637577304789749495,943908,636868,8,8,0,0,0,0,-1,-1,0,(-1.0, -1.0),(-1.0, -1.0),(0.0, 0.0),(29.9, -3.9, -24.6),(-34.7, -9.8, -25.8),(-1.0, -1.0, -1.0),(0.0, 0.0, 0.0),(0.0, 0.0, 0.0),(-1.0, -1.0, -1.0),1,0,0,0.3652399,0,0,0,False,0,1,
637577304789849232,943916,636869,8,8,0,0,0,0,-1,-1,0,(-1.0, -1.0),(-1.0, -1.0),(0.0, 0.0),(29.9, -3.9, -24.6),(-34.7, -9.8, -25.8),(-1.0, -1.0, -1.0),(0.0, 0.0, 0.0),(0.0, 0.0, 0.0),(-1.0, -1.0, -1.0),1,0,0,0.288993,0,0,0,False,0,1,
