timestamp,ticksSince1970 (100ns),scene,duration,nbTrackedObjects,nbEvents,trackingScripts
21-05-27-16-41-18,16221336788413074,Tutorial,00:00:11.7362163,17,1,
21-05-27-16-41-36,16221336969221292,HouseAestheticBase,00:00:24.5458658,143,0,
21-05-27-16-42-01,16221337215068909,HouseAestheticSpace,00:01:41.8270887,143,0,
21-05-27-16-43-43,16221338233798567,HouseAestheticPostApo,00:01:14.4331653,13,0,
21-05-27-16-45-04,16221339040177411,HouseAestheticBase,00:00:36.3236663,143,0,
