timestamp,ticksSince1970 (100ns),scene,duration,nbTrackedObjects,nbEvents,trackingScripts
21-06-07-11-31-58,16230655183033286,Tutorial,00:00:13.4247207,17,1,
21-06-07-11-32-17,16230655378366645,HouseNarrative,00:04:54.3918882,150,0,
