timestamp,ticksSince1970 (100ns),scene,duration,nbTrackedObjects,nbEvents,trackingScripts
21-06-01-16-24-03,16225646439153750,Tutorial,00:01:04.7895906,17,1,
21-06-01-16-25-15,16225647150387782,HouseObjectives,00:08:18.9616843,147,1,
