timestamp,ticksSince1970 (100ns),scene,duration,nbTrackedObjects,nbEvents,trackingScripts
21-06-11-10-28-28,16234073083945942,Tutorial,00:04:50.7467446,17,1,
21-06-11-10-33-25,16234076050768080,HouseNarrative,00:12:33.1659126,150,0,
