objectId,trackedData,position,rotation,camera,trackingRate,replayGameObject,replayScripts
110,/Bedroom 2/Props/Closet/Clothes/Pants (1),True,True,False,100,,
111,/Bedroom 2/Props/Closet/closet/Doors/Anchor,True,True,False,100,,
112,/Bedroom/Props/Closet (1)/Clothes/Shirt,True,True,False,100,,
113,/Bedroom 2/Props/Keyboard,True,True,False,100,,
114,/Bedroom 2/Props/Closet/closet/Base/Mid/Drawer,True,True,False,100,,
115,/Bedroom/Props/Closet (1)/closet/Doors/Anchor,True,True,False,100,,
116,/Bedroom 2/Props/Mouse,True,True,False,100,,
117,/Livingroom/Props/Kitchen/Food/Pineapple,True,True,False,100,,
118,/Bedroom 2/Props/Closet/Clothes/Shirt (3),True,True,False,100,,
119,/Livingroom/Props/Dining Room/Cutlery/Spoon,True,True,False,100,,
120,/Livingroom/Props/Dining Room/Chair,True,True,False,100,,
121,/Livingroom/Props/Dining Room/Cutlery/Bowl,True,True,False,100,,
122,/Livingroom/Props/Dining Room/Cutlery (3)/Knife,True,True,False,100,,
123,/Bedroom 2/Props/Closet/blueshoes (1),True,True,False,100,,
124,/Bedroom/Props/Closet (1)/Clothes/Shirt (2),True,True,False,100,,
125,/Livingroom/Props/Kitchen/Pot/Pot,True,True,False,100,,
126,/Livingroom/Props/Dining Room/Cutlery (2)/Bowl,True,True,False,100,,
127,/Livingroom/Props/Kitchen/Food/Sushis/Sushi (3),True,True,False,100,,
128,/Livingroom/Props/Dining Room/Cutlery (1)/Fork,True,True,False,100,,
129,/Bedroom/Props/Closet (1)/books (2),True,True,False,100,,
130,/Livingroom/Props/Salon/Cushion (4),True,True,False,100,,
131,/Livingroom/Props/Kitchen/Food/Pineapple,True,True,False,100,,
132,/Livingroom/Props/Kitchen/Food/Salad/Salad,True,True,False,100,,
133,/Livingroom/Props/Dining Room/Cutlery (3)/Glass,True,True,False,100,,
134,/Bedroom/Props/Closet (1)/book_0001d,True,True,False,100,,
135,/Livingroom/Props/Kitchen/Cabinet Bot 3/Top/Drawer,True,True,False,100,,
136,/Bathroom/Props/Sanitizer (2),True,True,False,100,,
137,/Hall/DoorMechanism (2)/Door,True,True,False,100,,
138,/Livingroom/Props/Kitchen/Food/Sushis/Sushi (2),True,True,False,100,,
139,/Livingroom/Props/Kitchen/Allen Keys,True,True,False,100,,
140,/Livingroom/Props/Salon/Cushion (2),True,True,False,100,,
141,/Bedroom/Props/Closet (1)/Clothes/Shirt (1),True,True,False,100,,
142,/Bedroom 2/Props/Closet/blueshoes,True,True,False,100,,
143,/Livingroom/Props/Kitchen/Food/Saucisson,True,True,False,100,,
144,/BowQuest/Rope,True,True,False,100,,
145,/Livingroom/Props/Kitchen/Cabinet Bot 3/Top/Drawer/Arrow,True,True,False,100,,
146,/BowQuest/Bow Stick,True,True,False,100,,
