timestamp,ticksSince1970 (100ns),scene,duration,nbTrackedObjects,nbEvents,trackingScripts
21-06-08-11-22-47,16231513676016374,Tutorial,00:00:53.0631616,17,1,
21-06-08-11-23-40,16231514206940629,HouseNarrative,00:13:17.6941509,150,0,
