PCTimestamp,PCTimestampUnit,Timestamp,TimestampUnit,GSRData,GSRUnit,PPGData,PPGUnit
-1,-1,-1,-1,-1,-1,-1,-1
1622462602436,mSecs,1622462602436,mSecs,336.45550899679563,kOhms,43323.076923076922,mVolts
1622462602446,mSecs,1622462602436,mSecs,336.289726533629,kOhms,43323.076923076922,mVolts
1622462602446,mSecs,1622462602436,mSecs,336.12410736271858,kOhms,43323.076923076922,mVolts
1622462602446,mSecs,1622462602436,mSecs,335.95865124292396,kOhms,43323.076923076922,mVolts
1622462602447,mSecs,1622462602436,mSecs,335.79335793357939,kOhms,43323.076923076922,mVolts
1622462602456,mSecs,1622462602436,mSecs,335.6282271944923,kOhms,43323.076923076922,mVolts
1622462602456,mSecs,1622462602436,mSecs,335.46325878594251,kOhms,43323.076923076922,mVolts
1622462602457,mSecs,1622462602436,mSecs,335.298452468681,kOhms,43323.076923076922,mVolts
1622462602460,mSecs,1622462736748,mSecs,335.13380800392832,kOhms,43323.076923076922,mVolts
1622462602465,mSecs,1622462736756,mSecs,334.9693251533742,kOhms,43323.076923076922,mVolts
1622462602465,mSecs,1622463248748,mSecs,334.80500367917591,kOhms,43323.076923076922,mVolts
1622462602466,mSecs,1622463248756,mSecs,334.64084334395687,kOhms,43323.076923076922,mVolts
1622462602500,mSecs,1622463760748,mSecs,334.47684391080622,kOhms,43323.076923076922,mVolts
1622462602527,mSecs,1622463760756,mSecs,334.31300514327705,kOhms,43323.076923076922,mVolts
1622462602528,mSecs,1622464272748,mSecs,334.14932680538561,kOhms,43323.076923076922,mVolts
1622462602530,mSecs,1622464272748,mSecs,333.98580866161,kOhms,43323.076923076922,mVolts
1622462602546,mSecs,1622464272748,mSecs,333.82245047688923,kOhms,43323.076923076922,mVolts
1622462602566,mSecs,1622464644641,mSecs,-55.259818731117825,kOhms,31864.468864468861,mVolts
1622462602571,mSecs,1622464644641,mSecs,-55.259818731117825,kOhms,32052.014652014648,mVolts
1622462602582,mSecs,1622464644642,mSecs,-55.259818731117825,kOhms,32239.560439560439,mVolts
1622462602644,mSecs,1622464644642,mSecs,-55.259818731117825,kOhms,32427.106227106226,mVolts
1622462603682,mSecs,1622465156641,mSecs,-55.259818731117825,kOhms,32614.652014652012,mVolts
1622462603835,mSecs,1622465296733,mSecs,332.52131546894032,kOhms,43323.076923076922,mVolts
1622462603836,mSecs,1622465296748,mSecs,332.35938641344046,kOhms,43323.076923076922,mVolts
1622462603970,mSecs,1622465808741,mSecs,332.19761499148211,kOhms,43323.076923076922,mVolts
1622462603970,mSecs,1622465808741,mSecs,332.03600097299937,kOhms,43323.076923076922,mVolts
1622462604000,mSecs,1622466320733,mSecs,331.87454412837343,kOhms,43323.076923076922,mVolts
1622462604002,mSecs,1622466320733,mSecs,331.71324422843259,kOhms,43323.076923076922,mVolts
1622462604003,mSecs,1622466320741,mSecs,331.55210104444984,kOhms,43323.076923076922,mVolts
1622462604080,mSecs,1622466832733,mSecs,331.39111434814276,kOhms,43323.076923076922,mVolts
1622462604085,mSecs,1622467344725,mSecs,331.2302839116719,kOhms,43323.076923076922,mVolts
1622462605481,mSecs,1622467344733,mSecs,331.06960950764005,kOhms,43323.076923076922,mVolts
1622462605481,mSecs,1622467577544,mSecs,209.38268305718867,kOhms,0,mVolts
