timestamp,ticksSince1970 (100ns),scene,duration,nbTrackedObjects,nbEvents,trackingScripts
21-06-11-14-12-01,16234207219640292,Tutorial,00:00:45.7030946,17,1,
21-06-11-14-12-47,16234207677370598,HouseObjectives,00:10:39.5546926,147,0,
