timestamp,ticksSince1970 (100ns),scene,duration,nbTrackedObjects,nbEvents,trackingScripts
21-06-09-14-14-37,16232480775504117,Tutorial,00:02:15.0514215,17,1,
21-06-09-14-16-59,16232482191879232,HouseObjectives,00:14:25.7996079,147,0,
