timestamp,ticksSince1970 (100ns),scene,duration,nbTrackedObjects,nbEvents,trackingScripts
21-05-27-14-34-03,16221260431556602,Tutorial,00:02:33.5447535,17,1,
21-05-27-14-36-43,16221262030408918,HouseNarrative,00:09:49.5109735,150,1,
