timestamp,ticksSince1970 (100ns),scene,duration,nbTrackedObjects,nbEvents,trackingScripts
21-06-10-16-18-30,16233419104831781,Tutorial,00:00:12.9912495,17,1,
21-06-10-16-18-43,16233419234972434,HouseObjectives,00:08:40.8692404,147,0,
