time(100ns),time_stamp(ms),frame,eye_valid_L,eye_valid_R,eye_valid_C,openness_L,openness_R,openness_C,pupil_diameter_L(mm),pupil_diameter_R(mm),pupil_diameter_C(mm),pos_sensor_L.x,pos_sensor_L.y,pos_sensor_R.x,pos_sensor_R.y,pos_sensor_C.x,pos_sensor_C.y,gaze_origin_L.x(mm),gaze_origin_L.y(mm),gaze_origin_L.z(mm),gaze_origin_R.x(mm),gaze_origin_R.y(mm),gaze_origin_R.z(mm),gaze_origin_C.x(mm),gaze_origin_C.y(mm),gaze_origin_C.z(mm),gaze_direct_L.x,gaze_direct_L.y,gaze_direct_L.z,gaze_direct_R.x,gaze_direct_R.y,gaze_direct_R.z,gaze_direct_C.x,gaze_direct_C.y,gaze_direct_C.z,gaze_sensitive,frown_L,frown_R,squeeze_L,squeeze_R,wide_L,wide_R,distance_valid_C,distance_C(mm),track_imp_cnt
637577161410980286,3785883,110664,31,31,3,1,1,0,4.89711,5.397049,0,(0.6, 0.8),(0.6, 0.9),(0.0, 0.0),(28.7, -5.7, -33.6),(-32.5, -7.7, -36.4),(-31.8, -7.6, -36.3),(0.0, 0.2, 1.0),(-0.1, 0.3, 1.0),(-0.1, 0.3, 1.0),1,0,0,0,0,0.4434406,0.4434406,False,0,1,
637577161411010205,3785891,110665,31,8,3,1,1,0,4.965652,-1,0,(0.6, 0.8),(-1.0, -1.0),(0.0, 0.0),(28.7, -5.7, -33.6),(-32.5, -7.7, -36.4),(-31.9, -7.6, -36.4),(0.0, 0.2, 1.0),(0.0, 0.0, 0.0),(-0.1, 0.3, 1.0),1,0,0,0,0,0.522607,0.522607,False,0,1,
637577161411040125,3785900,110666,31,31,3,1,1,0,5.019135,5.012741,0,(0.6, 0.8),(0.6, 0.9),(0.0, 0.0),(28.7, -5.7, -33.6),(-32.5, -7.7, -36.4),(-25.3, -7.4, -36.1),(0.0, 0.2, 1.0),(0.0, 0.3, 1.0),(0.0, 0.3, 1.0),1,0,0,0,0,0.522607,0.522607,False,0,1,
637577161411139866,3785908,110667,31,31,3,1,1,0,4.860077,4.919067,0,(0.6, 0.8),(0.6, 0.9),(0.0, 0.0),(28.7, -5.6, -33.7),(-32.5, -7.7, -36.4),(-25.6, -7.4, -36.1),(0.0, 0.2, 1.0),(-0.1, 0.3, 1.0),(0.0, 0.3, 1.0),1,0,0,0,0,0.5442244,0.5442244,False,0,1,
637577161411169779,3785916,110668,31,8,3,1,1,0,4.910538,-1,0,(0.6, 0.8),(-1.0, -1.0),(0.0, 0.0),(28.7, -5.4, -34.1),(-32.5, -7.7, -36.4),(28.7, -5.4, -34.1),(0.0, 0.2, 1.0),(0.0, 0.0, 0.0),(0.0, 0.2, 1.0),1,0,0,0,0,0.526952,0.526952,False,0,1,
637577161411259539,3785925,110669,31,31,3,1,1,0,4.781601,5.499435,0,(0.6, 0.8),(0.6, 0.9),(0.0, 0.0),(28.7, -5.4, -34.1),(-32.6, -7.6, -36.4),(-31.1, -7.5, -36.3),(0.0, 0.1, 1.0),(-0.1, 0.2, 1.0),(-0.1, 0.2, 1.0),1,0,0,0,0,0.5176824,0.5176824,False,0,1,
637577161411339326,3785933,110670,31,8,3,1,0.6819003,0,3.874344,-1,0,(0.6, 0.9),(-1.0, -1.0),(0.0, 0.0),(28.7, -5.0, -35.0),(-32.6, -7.6, -36.4),(28.7, -5.0, -35.0),(0.0, -0.1, 1.0),(0.0, 0.0, 0.0),(0.0, -0.1, 1.0),1,0,0,0,0,0.4509559,0,False,0,1,
637577161411419111,3785941,110671,8,8,0,1,0.6839262,0,-1,-1,0,(-1.0, -1.0),(-1.0, -1.0),(0.0, 0.0),(28.7, -5.0, -35.0),(-32.6, -7.6, -36.4),(-1.0, -1.0, -1.0),(0.0, 0.0, 0.0),(0.0, 0.0, 0.0),(-1.0, -1.0, -1.0),1,0,0,0,0,0.4140103,0,False,0,1,
637577161411478952,3785950,110672,8,8,0,0,0,0,-1,-1,0,(-1.0, -1.0),(-1.0, -1.0),(0.0, 0.0),(28.7, -5.0, -35.0),(-32.6, -7.6, -36.4),(-1.0, -1.0, -1.0),(0.0, 0.0, 0.0),(0.0, 0.0, 0.0),(-1.0, -1.0, -1.0),1,0,0,0,0,0,0,False,0,1,
637577161411568713,3785958,110673,8,8,0,0,0,0,-1,-1,0,(-1.0, -1.0),(-1.0, -1.0),(0.0, 0.0),(28.7, -5.0, -35.0),(-32.6, -7.6, -36.4),(-1.0, -1.0, -1.0),(0.0, 0.0, 0.0),(0.0, 0.0, 0.0),(-1.0, -1.0, -1.0),1,0,0,0,0,0,0,False,0,1,
