timestamp,ticksSince1970 (100ns),scene,duration,nbTrackedObjects,nbEvents,trackingScripts
21-05-27-12-42-21,16221193410800768,Tutorial,00:00:47.9379025,17,1,
21-05-27-12-43-14,16221193948879309,HouseObjectives,00:09:10.7235095,147,0,
