timestamp,ticksSince1970 (100ns),scene,duration,nbTrackedObjects,nbEvents,trackingScripts
21-06-10-18-25-18,16233495187171591,Tutorial,00:00:38.2882517,17,1,
21-06-10-18-25-57,16233495570619593,HouseObjectives,00:11:03.6134723,147,0,
