timestamp,ticksSince1970 (100ns),scene,duration,nbTrackedObjects,nbEvents,trackingScripts
21-05-31-17-00-52,16224804525489152,Tutorial,00:00:13.1738345,17,1,
21-05-31-17-01-05,16224804657475495,HouseNarrative,00:07:34.4858123,150,0,
