timestamp,ticksSince1970 (100ns),scene,duration,nbTrackedObjects,nbEvents,trackingScripts
21-05-31-17-33-32,16224824124621370,Tutorial,00:00:38.9622898,17,1,
21-05-31-17-34-11,16224824514517065,HouseObjectives,00:13:30.5227260,147,0,
