timestamp,ticksSince1970 (100ns),scene,duration,nbTrackedObjects,nbEvents,trackingScripts
21-06-10-18-44-43,16233506830016701,Tutorial,00:00:08.6259301,17,1,
21-06-10-18-44-51,16233506916484319,HouseNarrative,00:06:19.7725685,150,0,
