timestamp,ticksSince1970 (100ns),scene,duration,nbTrackedObjects,nbEvents,trackingScripts
21-06-11-13-29-45,16234181856918382,Tutorial,00:01:40.1959175,17,1,
21-06-11-13-31-25,16234182859170199,HouseNarrative,00:09:57.4829738,150,0,
