timestamp,ticksSince1970 (100ns),ObjectId,ActionId,Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9
89.24914,1.6234182751285826e+16,0,1,-1.271158,1.426569,-2.904259,0.1711451,1.416449,-4.125107
